院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组号OCR,城市候选,公办民办机器线索,家庭底线属性动作,机器家庭匹配初判,调剂初判,偏好专业数,数字媒体技术专业数,计算机类相关专业数,师范类相关专业数,医学护理排除专业数,高收费或超预算专业数,特殊限制待核专业数,专业明细行数,机器筛选价值层级,是否进入机器初筛观察池,保真核验层级,历史线索分层,同代码命中年份最大值,历史最高等位分差,历史最低等位分差,来源页码,版面列,组内完整专业清单索引,机器核验下一步,人工核验下一步,不得进入原因,下一步,专业组出现ID,稳定基座专业组筛选ID
F581,东北电力大学,F58101,01,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,1,0,1,0,0,0,0,1,V1-偏好专业优先线索,true,R1-P0整组先核,H5-历史最高线高于等位分30分以上,3,109,68,118,right,1.01 大数据管理与应用（办学地点：船营校[M-dd7e82e9d8562165],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-3068bb872cbb927e,STABLEGROUP-68100f82cb122256
F581,东北电力大学,F58102,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,1,0,1,0,0,0,2,10,V1-偏好专业优先线索,true,R1-P0整组先核,H5-历史最高线高于等位分30分以上,3,94,76,118,right,1.02 电气工程及其自动化（办学地点：船营校区）[M-157d474b45b450de]；2.03 智能电网信息工程（办学地点：船营校[M-7199ad51cd30090c]；3.04 能源与动力工程（办学地点：船营校[M-30c8cd064e7200ce]；4.05 新能源科学与工程（办学地点：船营校[M-a9a32a9e169a3943]；5.06 自动化（办学地点：船营校区）[M-e29eccedef82ed99]；6.07 应用化学（本专业不招收色盲色弱考生；办学地点：船营校区）[M-d25b0ba28330db0b]；7.08 熊源化学工程（本专业不招收色盲色弱考生；办学地点：船营校区）[M-3299cf3d27a6359a]；8.09 给排水科学与工程（办学地点：船营校院校专业组及专业代号[M-88f4e0d42065728a]；9.10 计算机科学与技术（办学地点：船营校[M-de2fa982e598ec0d]；10.11 机械设计制造及其自动化（办学地点：船 校区）[M-937b59db43f1c458],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-494c7bbe4060266b,STABLEGROUP-9b3e826652b10455
F581,东北电力大学,F58103,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,1,0,1,0,0,0,0,2,V1-偏好专业优先线索,true,R1-P0整组先核,H5-历史最高线高于等位分30分以上,3,93,71,119,left,1.12 计算机科学与技术（国际创新课程[M-d755ae20b18eb273]；2.1C C 项目：办学地点：船营校区）[M-aa9fbd812d3badc8],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-2eda348c1e055a35,STABLEGROUP-47ba89e0665bdef9
F587,北华大学,F58706,06,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,1,0,0,1,0,0,2,3,V1-偏好专业优先线索,true,R1-P0整组先核,H5-历史最高线高于等位分30分以上,1,52,52,121,left,1.17 宫用化学（鱼真、色弱、单色识别能力异常考生不予录取；办学地点：丰满校区）[M-0df2ee085119cd19]；2.18 新能源材料与器件（办学地点：丰满校[M-7d228c73010efa1e]；3.19 林学（色直、色弱、单色识别能力异常考生不予录取：办学地点：丰满校区）F588 通化师范学院（公办）（吉林）[M-a8637703ae060181],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-b8afd64517c8a3b8,STABLEGROUP-cb9ef97cfb360a96
F689,东北农业大学,F68903,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,1,0,1,0,0,0,3,9,V1-偏好专业优先线索,true,R1-P0整组先核,H5-历史最高线高于等位分30分以上,3,115,80,125,left,1.05 动物生产类（动物科学、草业科学、水产养殖堂：不招色弱、色盲、单色识别不全考生，[M-93457816a1a57348]；2.06 农业机械化及其自动化[M-5adf1db830a0be36]；3.07 农业机械化及其自动化（拔尖人才培养班：采取“3年+2年+4年“培养模式。实行动态考核与分流培养的管理机[M-b540810efc2ad25d]；4.08 机械设计制造及其自动化[M-859be14342e974c2]；5.09 农业建筑环境与能源工程[M-eddfba72a78c35a4]；6.10 食品科学与工程类（食品科学与工程、食品质量与安全、粮食工程、乳品工G.K.A◎AZ院校程、食品营养与健康；不招色弱、色盲、单色识别不全考生）[M-dd5af3f8e06c84c6]；7.11 冰利类（水利水电工程、水文与水资源工程、农业水利工程）[M-1f291fea7cf4e028]；8.12 电气工程及其自动化[M-497d556b6515ca65]；9.13 物联网工程（不招单色识别不全考生）[M-00ebc88a129c0d8a],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-a0477f5c402616ee,STABLEGROUP-3afab745122e006f
F778,上海理工大学,F77804,04,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,1,V1-偏好专业优先线索,true,R1-P0整组先核,H5-历史最高线高于等位分30分以上,3,101,91,187,right,1.04 软件工程[M-ac33b7b210c02bd9],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-21f9acb813df08cc,STABLEGROUP-60ae6a5e88fca0d7
F783,上海海洋大学,F78302,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,1,0,1,0,0,0,0,4,V1-偏好专业优先线索,true,R1-P0整组先核,H5-历史最高线高于等位分30分以上,2,83,79,128,right,1.02 水产类（水产养殖学；水族科学与技校区）[M-d496be9fee4b9bff]；2.03 建筑环境与能源应用工程（办学地点：校本部主校区）？袋選 动力工程（ 学地点 枚本部主[M-8e407af51d6fda23]；3.05 机械设计制造及其自动化（办学地点：校本部主校区）[M-6dfa36601a526804]；4.06 数据科学与大数据技术（办学地点：校[M-9af0daa5634eb869],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-693a9f69ba126078,STABLEGROUP-5b7652d64da94f3b
F793,上海工程技术大学,F79301,01,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,1,0,1,0,0,0,0,4,V1-偏好专业优先线索,true,R1-P0整组先核,H5-历史最高线高于等位分30分以上,3,94,68,129,right,1.01 子信息类（计算机科学与技术：自动华：电气工程及基自动化：数据科学与大效据技术：人工智能；分流情况详历学校网站.计算机科学与技术为产融合试验班.自动化为产教融合试验班.人于智熊为产教融合试验班；办学地点：松江校区）[M-34da3b2e1f768c21]；2.02 材料类（材料科学与工程；焊接技术与工程；分流情况详见学校网站.材料科学与工程专业为产教融合试验班.焊接技术与工程专业为产教融合试验班：办学地点：松江校区）[M-cbaad6cc7e8b6790]；3.03 电子封装技术（产教融合试验班；办学地点：松江校区）[M-65ada9f5acfa8ff1]；4.04 材料成型及控制工程（产教融合试验班：办学地点：松江校区）F794上海立信会计金融学院（公办）（上海）[M-b22e80b9dff35621],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-9558d8b5356b9855,STABLEGROUP-ad8c23e5f5aa26da
F796,上海政法学院,F79603,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,1,0,1,0,0,0,2,8,V1-偏好专业优先线索,true,R1-P0整组先核,H5-历史最高线高于等位分30分以上,2,86,80,130,left,1.09 法学（卓越法律人才培养创新班：外语单科成绩须不低于 105分）[M-69b901732c244fdc]；2.10 法学（涉外卓越法律人才培养创新班；外语单科成绩须不低于105分）[M-223acde13e035faf]；3.11 法学（刑事司法方向）[M-c3a16337e060225f]；4.12 法学（AI 法学方向：人工智能法学方[M-0505dac8d800a3f8]；5.13 法学（法庭科学方向）[M-520d72c8b35e02d4]；6.14 经济与金融[M-df857e0c2cc665cb]；7.15 劳动与社会保障[M-dfcd671eaa06a15b]；8.16 应用心理学[M-ccc00dfd2e07859d],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-88f34f609cf57e0d,STABLEGROUP-88a5db396c4f696d
F798,上海商学院,F79803,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内存在学费字段待核,1,0,1,0,0,0,0,4,V1-偏好专业优先线索,true,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,3,56,39,130,left,1.05 大数据管理与应用（办学地点：奉浦校[M-8ecdef9048a60844]；2.06 市场营销（办学地点：奉浦校区）[M-9f5b9ec1803ecb57]；3.07 零售业管理（办学地点：奉浦校区）[M-ae0871381adf3026]；4.08 旅游管理（办学地点：奉浦校区）[M-3f26986315642297],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-b201b953744c50dc,STABLEGROUP-36680975e827d22b
F869,江苏科技大学,F86902,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,2,V1-偏好专业优先线索,true,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,3,86,75,131,left,1.03 管理科学与工程类（信息管理与信息系统：大数据管理与应用）[M-4e1b4f268335c2a1]；2.04 工业工程[M-141749cdffc1e61d],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-09f8cc2b9b90a65a,STABLEGROUP-9ff202e70ae0779b
F875,南京信息工程大学,F87501,01,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,10,V1-偏好专业优先线索,true,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,3,123,98,133,left,1.01 大气科学类（大气科学）[M-39b329c408324748]；2.02 应用气象学[M-e081d215ef71117c]；3.03 海洋科学（科教融合拔尖班）[M-95e57c2e4bfa5edb]；4.04 信息工程[M-8faf518dc6ef4112]；5.05 人工智能（双学士学位复合型人才培养项目：人工智能＋大气科学）[M-f99e00bf01f3fd8f]；6.06 微电子科学与工程[M-fc950477ea884411]；7.07 光电信息科学与工程[M-596c8b3734676cc8]；8.08 材料物理[M-0818b89ddd988ef9]；9.09 新能源材料与器件[M-83a14b4cf54d6dd1]；10.10 生态学（科教融合拨尖班）卫地理信息科学（科教融合拨尖班）[M-42daf2456b1a7c78],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-3250311975d799d8,STABLEGROUP-fad2f0f91348a2a9
F899,南京工程学院,F89902,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,3,V1-偏好专业优先线索,true,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,1,54,54,135,left,1.04 数字经济[M-18be89cb87dc15fd]；2.05 大数据管理与应用[M-7cc4055424ce02cf]；3.06 工程管理[M-255cb272aaeedc2d],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-0e78f31de3e2e6c1,STABLEGROUP-564f5c4e212c2858
