下一轮组序号,下一轮建议状态,院校代码,院校名称,院校专业组代码,城市,冲稳保,专业组内专业序号,专业代号,专业名称及备注,机器家庭接受度建议,家庭可选项提示,家庭最终接受度待填,家庭最终接受度可填值,是否建议放入6专业讨论,建议6专业理由,调剂风险提示,服从调剂影响,组内调剂判断状态,家庭要回答的问题,专业偏好方向,专业角色判断,专业风险类型,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,字段缺口字段,人工核验优先级,人工核验强度,是否必须100%人工核验,PDF原页核验状态,湖北官方系统核验状态,高校官网证据匹配状态,来源页码,版面列,专业行ID,第四轮候选ID
21,先核限制后讨论,C151,汉江师范学院,C15108,十堰市,稳妥观察,3,26,学前教育（师范类：办学地点：校本部不招色盲、色弱考生，详见院校章程）,待核后判断,待核后判断,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,限制、字段或费用核清前不放入6专业。,组内有特殊限制待核，服从调剂前需核完整专业组,限制、费用或字段未闭环前，不能判断是否可接受调剂。,存在待核后判断专业，需先核限制/字段再判断调剂,先核限制后再判断是否接受；确认体检/色觉限制是否影响,师范类相关,可了解-师范,体检或色觉限制,,15,4000,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,81,left,M-1f67d3e4be6e37fa,R4GROUP-5f8b2212333cd246
21,先核限制后讨论,C151,汉江师范学院,C15108,十堰市,稳妥观察,4,27,小学教育（师范类；办学地点：校本部）,可接受,可接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,true,命中当前偏好方向：师范类相关。,组内有特殊限制待核，服从调剂前需核完整专业组,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,存在待核后判断专业，需先核限制/字段再判断调剂,是否愿意把该专业作为组内优先专业,师范类相关,可了解-师范,,,10,4000,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,81,left,M-ad6a3781f1eefcb1,R4GROUP-5f8b2212333cd246
21,先核限制后讨论,C151,汉江师范学院,C15108,十堰市,稳妥观察,5,28,汉语言文学（师范类；办学地点：校本,可接受,可接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,true,命中当前偏好方向：师范类相关。,组内有特殊限制待核，服从调剂前需核完整专业组,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,存在待核后判断专业，需先核限制/字段再判断调剂,是否愿意把该专业作为组内优先专业,师范类相关,可了解-师范,,,32,4000,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,81,left,M-90571045abefddcf,R4GROUP-5f8b2212333cd246
21,先核限制后讨论,C151,汉江师范学院,C15108,十堰市,稳妥观察,6,29,葵语（师范类：办学地点：校本部：外语,可接受,可接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,true,命中当前偏好方向：师范类相关。,组内有特殊限制待核，服从调剂前需核完整专业组,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,存在待核后判断专业，需先核限制/字段再判断调剂,是否愿意把该专业作为组内优先专业,师范类相关,可了解-师范,,,20,4000,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,81,left,M-4f302aff91d26658,R4GROUP-5f8b2212333cd246
21,先核限制后讨论,C151,汉江师范学院,C15108,十堰市,稳妥观察,7,30,心理学（师范类：办学地点：校本部；不招色盲、色弱考生，详见院校章程）,待核后判断,待核后判断,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,限制、字段或费用核清前不放入6专业。,组内有特殊限制待核，服从调剂前需核完整专业组,限制、费用或字段未闭环前，不能判断是否可接受调剂。,存在待核后判断专业，需先核限制/字段再判断调剂,先核限制后再判断是否接受；确认体检/色觉限制是否影响,师范类相关,可了解-师范,体检或色觉限制,,23,4000,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,81,left,M-3b5be7ce74eb3f8e,R4GROUP-5f8b2212333cd246
22,优先家庭讨论,K347,云南农业大学,K34707,昆明市,稳妥观察,1,12,食品质量与安全,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,暂未见硬排除项，但仍需原页/章程闭环,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,调剂接受度待判断,,化学,2,5750,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,218,right,M-b694ebe597cbb03d,R4GROUP-7d2040383de1f7af
22,优先家庭讨论,K347,云南农业大学,K34707,昆明市,稳妥观察,2,13,水利水电工程,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,暂未见硬排除项，但仍需原页/章程闭环,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,字段缺口待核,,,2,5000,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,218,right,M-90f3b5080f9bda4f,R4GROUP-7d2040383de1f7af
22,优先家庭讨论,K347,云南农业大学,K34707,昆明市,稳妥观察,3,14,电气工程及其自动化,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,暂未见硬排除项，但仍需原页/章程闭环,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,主线偏好-工科信息制造,,,2,5000,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,218,right,M-6047f3410be1192a,R4GROUP-7d2040383de1f7af
22,优先家庭讨论,K347,云南农业大学,K34707,昆明市,稳妥观察,4,15,应用化学,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,暂未见硬排除项，但仍需原页/章程闭环,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,字段缺口待核,,,2,5000,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,218,right,M-fe5a2a93c59afc39,R4GROUP-7d2040383de1f7af
22,优先家庭讨论,K347,云南农业大学,K34707,昆明市,稳妥观察,5,16,数据科学与大数据技术,可接受,可接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,true,命中当前偏好方向：计算机类相关。,暂未见硬排除项，但仍需原页/章程闭环,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,是否愿意把该专业作为组内优先专业,计算机类相关,主线偏好-计算机/数字媒体,,,2,5000,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,218,right,M-db02870cf63a4993,R4GROUP-7d2040383de1f7af
23,先核限制后讨论,K473,宝鸡文理学院,K47302,宝鸡市,稳妥观察,1,02,化学（师范荟；不招色弱、色盲；办学地点：高新校区）03（统计学（办学地点：高新校区）,待核后判断,待核后判断,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,限制、字段或费用核清前不放入6专业。,组内有特殊限制待核，服从调剂前需核完整专业组,限制、费用或字段未闭环前，不能判断是否可接受调剂。,存在待核后判断专业，需先核限制/字段再判断调剂,先核限制后再判断是否接受；确认体检/色觉限制是否影响,师范类相关,可了解-师范,体检或色觉限制,「化学,,5250,专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,225,left,M-aefad7218e0d9ff7,R4GROUP-0f82c426b7390702
23,先核限制后讨论,K473,宝鸡文理学院,K47302,宝鸡市,稳妥观察,2,04,电气工程及其自动化（办学地点：石鼓Z,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,组内有特殊限制待核，服从调剂前需核完整专业组,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,存在待核后判断专业，需先核限制/字段再判断调剂,如果被调剂到该专业是否能接受,,主线偏好-工科信息制造,,,2,6000,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,225,left,M-5c829e557d31c40c,R4GROUP-0f82c426b7390702
23,先核限制后讨论,K473,宝鸡文理学院,K47302,宝鸡市,稳妥观察,3,GA,OKA院校代号,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,组内有特殊限制待核，服从调剂前需核完整专业组,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,存在待核后判断专业，需先核限制/字段再判断调剂,如果被调剂到该专业是否能接受,,字段缺口待核,,,,,再选科目；专业计划数；学费,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,225,right,M-e157f457721ea3b3,R4GROUP-0f82c426b7390702
23,先核限制后讨论,K473,宝鸡文理学院,K47302,宝鸡市,稳妥观察,4,05,物联网工程（办学地点：石鼓校区）K474 咸阳师范学院（公办）（陕西）,可接受,可接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,true,命中当前偏好方向：计算机类相关；师范类相关。,组内有特殊限制待核，服从调剂前需核完整专业组,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,存在待核后判断专业，需先核限制/字段再判断调剂,是否愿意把该专业作为组内优先专业,计算机类相关；师范类相关,主线偏好-计算机/数字媒体,,,2,6000,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,225,right,M-5c5f921a61f59f91,R4GROUP-0f82c426b7390702
24,可讨论但先看调剂,C138,湖北理工学院,C13811,黄石市,稳妥观察,1,54,电子信息工程,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,暂未见硬排除项，但仍需原页/章程闭环,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,主线偏好-工科信息制造,,,96,4000,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,79,right,M-48b1a305b9c7e86e,R4GROUP-068169280809c9a7
24,可讨论但先看调剂,C138,湖北理工学院,C13811,黄石市,稳妥观察,2,55,通信工程,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,暂未见硬排除项，但仍需原页/章程闭环,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,主线偏好-工科信息制造,,,51,4000,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,79,right,M-9b4e65a692074a76,R4GROUP-068169280809c9a7
24,可讨论但先看调剂,C138,湖北理工学院,C13811,黄石市,稳妥观察,3,56,电气工程及其自动化,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,暂未见硬排除项，但仍需原页/章程闭环,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,主线偏好-工科信息制造,,,91,5200,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,79,right,M-128214aede4ecfe0,R4GROUP-068169280809c9a7
24,可讨论但先看调剂,C138,湖北理工学院,C13811,黄石市,稳妥观察,4,57,自动化,勉强接受,勉强接受,待家庭确认,可接受/勉强接受/不能接受/待核后判断,false,可作为调剂容忍项，暂不优先放入6专业。,暂未见硬排除项，但仍需原页/章程闭环,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,主线偏好-工科信息制造,,化学,52,4000,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,79,right,M-0154a57fcc7c7e79,R4GROUP-068169280809c9a7
