Round4重点核验专业ID,来源Round4重点核验组,来源Round4完整组内专业,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,压缩序号,第四轮候选ID,专业组出现ID,城市,冲稳保,院校代码,院校名称,院校专业组代码,专业组内专业序号,专业代号,专业名称及备注,专业偏好方向,第四轮方向标签,专业角色判断,机器专业接受度初判,家庭接受度初判V2,调剂风险初判V2,专业风险类型,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,字段缺口数,字段缺口字段,人工核验优先级,人工核验强度,是否必须100%人工核验,PDF原页核验状态,湖北官方系统核验状态,高校官网证据匹配状态,来源页码,版面列,专业行ID
R4FOCUSMAJOR-fe9988ebb09e95e3,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,17,R4GROUP-89cf9bcbf473967f,G-ea5ee122c9d296aa,乌鲁木齐市,稳妥观察,K757,新疆工程学院,K75703,2,19,物联网工程（信息技术产教融合合作,计算机类相关,电子信息网络；计算机AI软件；计算机类相关,主线偏好-计算机/数字媒体,优先了解-命中当前偏好方向,优先了解-命中当前专业方向,暂未见硬排除项，但仍需原页/章程闭环,,,4,8500,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,236,left,M-c970f193141878c5
R4FOCUSMAJOR-ce86fc46a7152ca4,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,18,R4GROUP-3647cf6fb3b88ac1,G-ef864e0da83d8527,河池市,稳妥观察,H901,河池学院,H90105,1,06,物联网工程（不招色盲；办学地点：龙,计算机类相关,电子信息网络；计算机AI软件；计算机类相关,主线偏好-计算机/数字媒体,暂缓判断-特殊限制待核,待核后判断-有体检/语种/单科/专项等限制,组内有特殊限制待核，服从调剂前需核完整专业组,体检或色觉限制,【化学,3,,1,学费,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,197,left,M-7b64d1ec09d266fe
R4FOCUSMAJOR-2d7dec4a8ee13f0f,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,18,R4GROUP-3647cf6fb3b88ac1,G-ef864e0da83d8527,河池市,稳妥观察,H901,河池学院,H90105,2,07,数据科学与大数据技术（不招色盲；办学地点：龙江校区）H902 玉林师范学院（公办）（广西）,计算机类相关；师范类相关,计算机AI软件；计算机类相关；师范类相关,主线偏好-计算机/数字媒体,暂缓判断-特殊限制待核,待核后判断-有体检/语种/单科/专项等限制,组内有特殊限制待核，服从调剂前需核完整专业组,体检或色觉限制,,4600,,3,再选科目；专业计划数；学费,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,197,left,M-b47acdedea5260b9
R4FOCUSMAJOR-dafe7e47345e522b,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,19,R4GROUP-3d290a431cb6510e,G-a992f7638048133d,孝感市,稳妥观察,C127,湖北工程学院,C12708,1,36,电气工程及其自动化,,机械自动化机器人,主线偏好-工科信息制造,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,暂未见硬排除项，但仍需原页/章程闭环,,要求,95,5200,0,,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-a550959117c8cad9
R4FOCUSMAJOR-5cc846ffef870775,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,19,R4GROUP-3d290a431cb6510e,G-a992f7638048133d,孝感市,稳妥观察,C127,湖北工程学院,C12708,2,37,自动化,,机械自动化机器人,主线偏好-工科信息制造,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,暂未见硬排除项，但仍需原页/章程闭环,,,89,4000,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-6ebd45eba1142add
R4FOCUSMAJOR-d9a27fd68f4607ee,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,19,R4GROUP-3d290a431cb6510e,G-a992f7638048133d,孝感市,稳妥观察,C127,湖北工程学院,C12708,3,38,计算机科学与技术,计算机类相关,计算机AI软件；计算机类相关,主线偏好-计算机/数字媒体,优先了解-命中当前偏好方向,优先了解-命中当前专业方向,暂未见硬排除项，但仍需原页/章程闭环,,化学,85,5200,0,,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-cb7f7e15b22970ee
R4FOCUSMAJOR-31abe053d546ea46,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,20,R4GROUP-abc6b0c3be579ab0,G-42d45c1d1231f2a1,秦皇岛市,稳妥观察,F200,河北科技师范学院,F20002,1,05,应用化学（在昌黎校区就读）,,,调剂接受度待判断,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,暂未见硬排除项，但仍需原页/章程闭环,,化学,5,4900,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,103,right,M-99575750ffafb866
R4FOCUSMAJOR-f83eeb643c9dfffa,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,20,R4GROUP-abc6b0c3be579ab0,G-42d45c1d1231f2a1,秦皇岛市,稳妥观察,F200,河北科技师范学院,F20002,2,06,机械设计制造及其自动化（在开发区校区就读）,,机械自动化机器人,主线偏好-工科信息制造,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,暂未见硬排除项，但仍需原页/章程闭环,,,5,5390,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,103,right,M-086570ca562efb86
R4FOCUSMAJOR-18c9404b5b532972,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,20,R4GROUP-abc6b0c3be579ab0,G-42d45c1d1231f2a1,秦皇岛市,稳妥观察,F200,河北科技师范学院,F20002,3,07,物联网工程（在秦皇岛校区就读）,计算机类相关,电子信息网络；计算机AI软件；计算机类相关,主线偏好-计算机/数字媒体,优先了解-命中当前偏好方向,优先了解-命中当前专业方向,暂未见硬排除项，但仍需原页/章程闭环,,,5,4900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,103,right,M-836b3b780c62ef3a
R4FOCUSMAJOR-493583f16841f01b,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,20,R4GROUP-abc6b0c3be579ab0,G-42d45c1d1231f2a1,秦皇岛市,稳妥观察,F200,河北科技师范学院,F20002,4,08,数据科学与大数据技术（在秦皇岛校区就读）F201 唐山学院（公办）（河北）,计算机类相关,计算机AI软件；计算机类相关,主线偏好-计算机/数字媒体,优先了解-命中当前偏好方向,优先了解-命中当前专业方向,暂未见硬排除项，但仍需原页/章程闭环,,,5,4900,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,103,right,M-27f14ebdf0689e15
R4FOCUSMAJOR-270ee36ae26c36e5,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,21,R4GROUP-5f8b2212333cd246,G-5522fc6f61f2fa08,十堰市,稳妥观察,C151,汉江师范学院,C15108,1,24,科学教育（师范类：办学地点：校本部）,师范类相关,师范类相关,可了解-师范,优先了解-命中当前偏好方向,优先了解-命中当前专业方向,组内有特殊限制待核，服从调剂前需核完整专业组,,,38,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,81,left,M-1589a255f636a226
R4FOCUSMAJOR-6eb6fb88c5630e8c,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,21,R4GROUP-5f8b2212333cd246,G-5522fc6f61f2fa08,十堰市,稳妥观察,C151,汉江师范学院,C15108,2,25,艺术教育（师范类：办学地点：校本部）,师范类相关,师范类相关,可了解-师范,优先了解-命中当前偏好方向,优先了解-命中当前专业方向,组内有特殊限制待核，服从调剂前需核完整专业组,,,8,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,81,left,M-736a86a4c5d51281
R4FOCUSMAJOR-34008a57c68d0bcc,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,21,R4GROUP-5f8b2212333cd246,G-5522fc6f61f2fa08,十堰市,稳妥观察,C151,汉江师范学院,C15108,3,26,学前教育（师范类：办学地点：校本部不招色盲、色弱考生，详见院校章程）,师范类相关,师范类相关,可了解-师范,暂缓判断-特殊限制待核,待核后判断-有体检/语种/单科/专项等限制,组内有特殊限制待核，服从调剂前需核完整专业组,体检或色觉限制,,15,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,81,left,M-1f67d3e4be6e37fa
R4FOCUSMAJOR-ce55ed62a698a854,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,21,R4GROUP-5f8b2212333cd246,G-5522fc6f61f2fa08,十堰市,稳妥观察,C151,汉江师范学院,C15108,4,27,小学教育（师范类；办学地点：校本部）,师范类相关,师范类相关,可了解-师范,优先了解-命中当前偏好方向,优先了解-命中当前专业方向,组内有特殊限制待核，服从调剂前需核完整专业组,,,10,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,81,left,M-ad6a3781f1eefcb1
R4FOCUSMAJOR-d317d5c3e2e1fcec,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,21,R4GROUP-5f8b2212333cd246,G-5522fc6f61f2fa08,十堰市,稳妥观察,C151,汉江师范学院,C15108,5,28,汉语言文学（师范类；办学地点：校本,师范类相关,师范类相关,可了解-师范,优先了解-命中当前偏好方向,优先了解-命中当前专业方向,组内有特殊限制待核，服从调剂前需核完整专业组,,,32,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,81,left,M-90571045abefddcf
R4FOCUSMAJOR-fd6588e69fa8b2dd,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,21,R4GROUP-5f8b2212333cd246,G-5522fc6f61f2fa08,十堰市,稳妥观察,C151,汉江师范学院,C15108,6,29,葵语（师范类：办学地点：校本部：外语,师范类相关,师范类相关,可了解-师范,优先了解-命中当前偏好方向,优先了解-命中当前专业方向,组内有特殊限制待核，服从调剂前需核完整专业组,,,20,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,81,left,M-4f302aff91d26658
R4FOCUSMAJOR-3a3fd23009a58527,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,21,R4GROUP-5f8b2212333cd246,G-5522fc6f61f2fa08,十堰市,稳妥观察,C151,汉江师范学院,C15108,7,30,心理学（师范类：办学地点：校本部；不招色盲、色弱考生，详见院校章程）,师范类相关,师范类相关,可了解-师范,暂缓判断-特殊限制待核,待核后判断-有体检/语种/单科/专项等限制,组内有特殊限制待核，服从调剂前需核完整专业组,体检或色觉限制,,23,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,81,left,M-3b5be7ce74eb3f8e
R4FOCUSMAJOR-ebb608c96029358b,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,22,R4GROUP-7d2040383de1f7af,G-2736aacdbed7d895,昆明市,稳妥观察,K347,云南农业大学,K34707,1,12,食品质量与安全,,,调剂接受度待判断,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,暂未见硬排除项，但仍需原页/章程闭环,,化学,2,5750,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,218,right,M-b694ebe597cbb03d
