第二轮候选ID,第二轮池,第二轮层级,建议梯度,专业角色判断,第二轮方向标签,是否可作为定稿依据,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组内专业序号,专业代号OCR,专业名称及备注短摘,专业偏好方向,机器专业接受度初判,专业风险类型,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,字段缺口数,字段缺口字段,人工核验优先级,人工核验强度,是否必须100%人工核验,PDF原页核验状态,湖北官方系统核验状态,高校官网证据匹配状态,历史线索分层,历史最高等位分差,历史最低等位分差,来源页码,版面列,专业行ID,专业组出现ID
R2GROUP-2731ee35642b8923,专项,S2-农业/环境专项了解,高冲暂缓,字段缺口待核,,false,C117,武汉纺织大学,C11707,7,49,资源循环科学与工程（办学地点：阳光校区）,,待了解-未命中当前偏好方向,,,14,4500,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,47,46,73,left,M-c2b6036738b5576e,G-c6a4db412d40ab75
R2GROUP-2731ee35642b8923,专项,S2-农业/环境专项了解,高冲暂缓,字段缺口待核,,false,C117,武汉纺织大学,C11707,8,50,建筑环 与能源应用工程（办学地点：阳光校区）,,待了解-未命中当前偏好方向,,,11,4500,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,47,46,73,left,M-d0c24c710c597a56,G-c6a4db412d40ab75
R2GROUP-2731ee35642b8923,专项,S2-农业/环境专项了解,高冲暂缓,可了解-环境,环境工程科学,false,C117,武汉纺织大学,C11707,9,51,环境科学与工程类（含环境工程（含智慧水务方向）、环境科学（拔尖创新班）专业；办学地点：阳光校区）,,待了解-未命中当前偏好方向,,,28,4500,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,47,46,73,left,M-8182929eebf81b0f,G-c6a4db412d40ab75
R2GROUP-2731ee35642b8923,专项,S2-农业/环境专项了解,高冲暂缓,主线偏好-工科信息制造,电子信息网络,false,C117,武汉纺织大学,C11707,10,52,电子信息工程（智慧诊疗方向：办学地点：阳光校区）,,待了解-未命中当前偏好方向,,,53,5850,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,47,46,73,left,M-6cd9b963f846c593,G-c6a4db412d40ab75
R2GROUP-2731ee35642b8923,专项,S2-农业/环境专项了解,高冲暂缓,字段缺口待核,,false,C117,武汉纺织大学,C11707,11,53,生物医学工程（含拔尖人才创新班；办学地点：阳光校区）,,默认不能接受-医学护理等排除方向,医学/护理等排除方向,,30,4500,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,47,46,73,left,M-0cc095866c7991f0,G-c6a4db412d40ab75
R2GROUP-2731ee35642b8923,专项,S2-农业/环境专项了解,高冲暂缓,主线偏好-工科信息制造,机械自动化机器人,false,C117,武汉纺织大学,C11707,12,54,智能医学工程（办学地点：阳光校区）55/（机械类（含机械设计制造及其自动化、智能制造工程专业；办学地点：阳光校,,默认不能接受-医学护理等排除方向,医学/护理等排除方向,,28,4500,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,47,46,73,left,M-298a773927ba32f8,G-c6a4db412d40ab75
R2GROUP-2731ee35642b8923,专项,S2-农业/环境专项了解,高冲暂缓,主线偏好-工科信息制造,机械自动化机器人,false,C117,武汉纺织大学,C11707,13,56,自动化类（含自动化、机器人工程专业：办学地点：阳光校区）,,待了解-未命中当前偏好方向,,,193,5850,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,47,46,73,left,M-99f1c9f7d55c1097,G-c6a4db412d40ab75
R2GROUP-2731ee35642b8923,专项,S2-农业/环境专项了解,高冲暂缓,主线偏好-工科信息制造,机械自动化机器人,false,C117,武汉纺织大学,C11707,14,57,真动化（智能装备英才班；办学地点：阳光校区）,,待了解-未命中当前偏好方向,,,28,5850,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,47,46,73,left,M-b4c9fc39252744ce,G-c6a4db412d40ab75
R2GROUP-2731ee35642b8923,专项,S2-农业/环境专项了解,高冲暂缓,主线偏好-工科信息制造,电子信息网络,false,C117,武汉纺织大学,C11707,15,58,电子信息工程（智能感知方向；办学地点：阳光校区）,,待了解-未命中当前偏好方向,,,113,5850,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,47,46,73,left,M-309b367f5764414a,G-c6a4db412d40ab75
R2GROUP-2731ee35642b8923,专项,S2-农业/环境专项了解,高冲暂缓,主线偏好-工科信息制造,电子信息网络,false,C117,武汉纺织大学,C11707,16,59,通信工程（办学地点：阳光校区）,,待了解-未命中当前偏好方向,,,44,5850,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,47,46,73,left,M-c43d0d34573d3fce,G-c6a4db412d40ab75
R2GROUP-2731ee35642b8923,专项,S2-农业/环境专项了解,高冲暂缓,字段缺口待核,,false,C117,武汉纺织大学,C11707,17,60,新能源科学与工程（办学地点：阳光校,,待了解-未命中当前偏好方向,,,28,4500,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,47,46,73,left,M-00c7b1937a079645,G-c6a4db412d40ab75
R2GROUP-2731ee35642b8923,专项,S2-农业/环境专项了解,高冲暂缓,主线偏好-计算机/数字媒体,电子信息网络；计算机AI软件；计算机类相关,false,C117,武汉纺织大学,C11707,18,61,计算机类（含计算机科学与技术、软件数据科学与大数工程、物联网工程、据技术专业：办学地点：阳光校区）,计算机类相关,优先了解-命中当前偏好方向,,,274,5850,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,47,46,73,left,M-5705e8500bbb15da,G-c6a4db412d40ab75
R2GROUP-2731ee35642b8923,专项,S2-农业/环境专项了解,高冲暂缓,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,C117,武汉纺织大学,C11707,19,62,人工智能（办学地点：阳光校区）,计算机类相关,优先了解-命中当前偏好方向,,,47,5850,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,47,46,73,left,M-81a5fc59fbbcd2cd,G-c6a4db412d40ab75
R2GROUP-2731ee35642b8923,专项,S2-农业/环境专项了解,高冲暂缓,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,C117,武汉纺织大学,C11707,20,63,数学类（含信息与计算科学、数学与盛用数学（智能科学方向）专业：办学地点：阳光校区）,计算机类相关,优先了解-命中当前偏好方向,,,85,4500,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,47,46,73,left,M-2c66f21cc93b01b0,G-c6a4db412d40ab75
R2GROUP-2731ee35642b8923,专项,S2-农业/环境专项了解,高冲暂缓,主线偏好-工科信息制造,电子信息网络,false,C117,武汉纺织大学,C11707,21,64,微电子科学与工程（办学地点：阳光校,,待了解-未命中当前偏好方向,,,135,5850,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,47,46,73,left,M-a9f4ce9d7bb1786f,G-c6a4db412d40ab75
R2GROUP-2731ee35642b8923,专项,S2-农业/环境专项了解,高冲暂缓,主线偏好-工科信息制造,电子信息网络,false,C117,武汉纺织大学,C11707,22,65,光电信息科学与工程（办学地点：阳光校区）,,待了解-未命中当前偏好方向,,,88,4500,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,47,46,73,left,M-f7dda09793772fa2,G-c6a4db412d40ab75
R2GROUP-2731ee35642b8923,专项,S2-农业/环境专项了解,高冲暂缓,字段缺口待核,,false,C117,武汉纺织大学,C11707,23,66,工业设计（办学地点：南湖校区）,,待了解-未命中当前偏好方向,,,38,5850,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,47,46,73,left,M-eb0e075968994299,G-c6a4db412d40ab75
R2GROUP-2731ee35642b8923,专项,S2-农业/环境专项了解,高冲暂缓,可了解-师范,师范类相关,false,C117,武汉纺织大学,C11707,24,C1,18 黄冈师范学院（公办）（湖北）,师范类相关,优先了解-命中当前偏好方向,,不限,1992,5850,1,专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,47,46,73,left,M-87803ecea9bbaa9c,G-c6a4db412d40ab75
R2GROUP-2c88e47966db0ed5,专项,S2-农业/环境专项了解,保底观察,可了解-农业相关,农业动医兽医,false,K758,昌吉学院,K75802,1,02,智慧农业（办学地点：世纪大道新城校,,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H1-历史最高线低于等位分20分以上,-21,-21,236,left,M-23a06e05f9e83124,G-90ae18934e058922
R2GROUP-2c88e47966db0ed5,专项,S2-农业/环境专项了解,保底观察,字段缺口待核,,false,K758,昌吉学院,K75802,2,03,应用化学（色盲、色弱，不能准确识别黄、绿、蓝、紫中任一颜色的导线、按键、信号灯、几何图形者，不予录取；办学地点：世纪大道新城校区）,,暂缓判断-特殊限制待核,体检或色觉限制,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H1-历史最高线低于等位分20分以上,-21,-21,236,left,M-b91182d9bc5b9581,G-90ae18934e058922
R2GROUP-2c88e47966db0ed5,专项,S2-农业/环境专项了解,保底观察,字段缺口待核,,false,K758,昌吉学院,K75802,3,04,化工安全工程（色盲、色弱，不能准确识别红、黄、绿、蓝、紫中任一颜色的导线、按键、信号灯、几何图形者不子录取；办学地点：世纪大道新城校区）,,暂缓判断-特殊限制待核,体检或色觉限制,,1,4500,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H1-历史最高线低于等位分20分以上,-21,-21,236,left,M-cccbac44389b0810,G-90ae18934e058922
R2GROUP-2c88e47966db0ed5,专项,S2-农业/环境专项了解,保底观察,可了解-师范,师范类相关,false,K758,昌吉学院,K75802,4,05,数学与应用数学（师范类；办学地点：世纪大道新城校区）,师范类相关,优先了解-命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H1-历史最高线低于等位分20分以上,-21,-21,236,left,M-f0ee5e63109ead3c,G-90ae18934e058922
R2GROUP-2c88e47966db0ed5,专项,S2-农业/环境专项了解,保底观察,主线偏好-工科信息制造,电子信息网络,false,K758,昌吉学院,K75802,5,06,微电子科学与工程（办学地点：世纪大道新城校区）,,待了解-未命中当前偏好方向,,,2,4500,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H1-历史最高线低于等位分20分以上,-21,-21,236,left,M-2dfcf2f24754e5e1,G-90ae18934e058922
R2GROUP-2c88e47966db0ed5,专项,S2-农业/环境专项了解,保底观察,字段缺口待核,,false,K758,昌吉学院,K75802,6,07,智能感知工程（办学地点：世纪大道新資高院校专业组及专业代号城校区）,,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H1-历史最高线低于等位分20分以上,-21,-21,236,left,M-a0b6c17226e06a89,G-90ae18934e058922
R2GROUP-2c88e47966db0ed5,专项,S2-农业/环境专项了解,保底观察,字段缺口待核,,false,K758,昌吉学院,K75802,7,08,无人驾驶航空器系统工程（无色真、色弱：办学地点：世纪大道新城校区）,,暂缓判断-特殊限制待核,体检或色觉限制,,,1,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H1-历史最高线低于等位分20分以上,-21,-21,236,right,M-5f5a39a321de846d,G-90ae18934e058922
R2GROUP-2c88e47966db0ed5,专项,S2-农业/环境专项了解,保底观察,字段缺口待核,,false,K758,昌吉学院,K75802,8,09,飞行器运维工程（双眼矫正视力不低王4.8：无色真、色弱；办学地点：世纪大道新城校区）K779 新疆理工学院（公办）（新疆）,,暂缓判断-特殊限制待核,体检或色觉限制,,,1,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H1-历史最高线低于等位分20分以上,-21,-21,236,right,M-c7ef54bae3bd275e,G-90ae18934e058922
R2GROUP-340eabc105b31f41,专项,S1-医技/康复专项了解,稳妥观察,专项了解-医技护理康复,医技护理康复,false,F692,牡丹江医科大学,F69203,1,04,医学检验技术,,默认不能接受-医学护理等排除方向,医学/护理等排除方向,生,2,4400,0,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-1,-8,126,left,M-b214ec4a3a583c92,G-cea07874e638e447
R2GROUP-340eabc105b31f41,专项,S1-医技/康复专项了解,稳妥观察,可了解-师范,师范类相关,false,F692,牡丹江医科大学,F69203,2,05,生物技术F693 哈尔滨师范大学（公办）（黑龙江）,师范类相关,优先了解-命中当前偏好方向,,,2,4500,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-1,-8,126,left,M-6a41830496100c18,G-cea07874e638e447
R2GROUP-34901ccc2fbc6013,专项,S1-医技/康复专项了解,保底观察,专项了解-医技护理康复,医技护理康复,false,K257,贵州医科大学,K25707,1,12,康复治疗学（色弱、色真、单色不能识别，该专业不予录取.第1、2年学费为4200元/年，第3、4年将前往澳大利亚麦考瑞大学就读，学费约49300澳元/年.后两年为全英文教学，请非英GK,,默认不能接受-医学护理等排除方向,体检或色觉限制；医学/护理等排除方向；学费超过当前上限,,,4200,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H1-历史最高线低于等位分20分以上,-45,-45,215,left,M-7e4ac1db173b5c2c,G-e80334e8efb1a0a5
