家庭专业决策明细ID,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,家庭讨论排序,院校代码,院校名称,院校专业组代码,城市,冲稳保,专业组内专业序号,专业代号,专业名称及备注,机器家庭接受度建议,家庭最终接受度待填,家庭最终接受度可填值,是否建议放入6专业讨论,建议6专业理由,调剂风险提示,服从调剂影响,组内调剂判断状态,家庭要回答的问题,专业偏好方向,专业角色判断,专业风险类型,人工核验优先级,人工核验强度,是否必须100%人工核验,PDF原页核验状态,湖北官方系统核验状态,高校官网证据匹配状态,来源页码,版面列,专业行ID,第四轮候选ID,家庭备注待填,公开填写边界,公开安全策略
P55-FAM-MAJOR-0744433429456bb0,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,16,H450,山东工商学院,H45004,烟台市,稳冲观察,2,40,人工智能,可接受,,可接受 / 勉强接受 / 不能接受 / 待了解,true,命中当前偏好方向：计算机类相关。,组内专业较多，需逐条确认调剂接受度,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,是否愿意把该专业作为组内优先专业,计算机类相关,主线偏好-计算机/数字媒体,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,169,right,M-90b2fc54c5bc2e5c,R4GROUP-c391e381654f3d11,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-5e92d417214c3fdb,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,16,H450,山东工商学院,H45004,烟台市,稳冲观察,3,41,数学与应用数学,勉强接受,,可接受 / 勉强接受 / 不能接受 / 待了解,false,可作为调剂容忍项，暂不优先放入6专业。,组内专业较多，需逐条确认调剂接受度,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,字段缺口待核,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,169,right,M-9710c4b647b66507,R4GROUP-c391e381654f3d11,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-d1e0d460c0b729ca,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,16,H450,山东工商学院,H45004,烟台市,稳冲观察,4,42,应用统计学,勉强接受,,可接受 / 勉强接受 / 不能接受 / 待了解,false,可作为调剂容忍项，暂不优先放入6专业。,组内专业较多，需逐条确认调剂接受度,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,字段缺口待核,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,169,right,M-8007c889cbd9a1ae,R4GROUP-c391e381654f3d11,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-881b640d16fb41a8,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,16,H450,山东工商学院,H45004,烟台市,稳冲观察,5,43,自动化,勉强接受,,可接受 / 勉强接受 / 不能接受 / 待了解,false,可作为调剂容忍项，暂不优先放入6专业。,组内专业较多，需逐条确认调剂接受度,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,主线偏好-工科信息制造,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,169,right,M-86ef54f0445df8fe,R4GROUP-c391e381654f3d11,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-d5a530ab0f96ffe1,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,16,H450,山东工商学院,H45004,烟台市,稳冲观察,6,44,电气工程及其自动化,勉强接受,,可接受 / 勉强接受 / 不能接受 / 待了解,false,可作为调剂容忍项，暂不优先放入6专业。,组内专业较多，需逐条确认调剂接受度,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,主线偏好-工科信息制造,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,169,right,M-7fc32d85e35b149c,R4GROUP-c391e381654f3d11,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-240d197f58cf7bb4,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,16,H450,山东工商学院,H45004,烟台市,稳冲观察,7,45,电子信息工程,勉强接受,,可接受 / 勉强接受 / 不能接受 / 待了解,false,可作为调剂容忍项，暂不优先放入6专业。,组内专业较多，需逐条确认调剂接受度,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,主线偏好-工科信息制造,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,169,right,M-c8e830f39a1d46bb,R4GROUP-c391e381654f3d11,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-91de3163ad16f4cc,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,16,H450,山东工商学院,H45004,烟台市,稳冲观察,8,46,通信工程,勉强接受,,可接受 / 勉强接受 / 不能接受 / 待了解,false,可作为调剂容忍项，暂不优先放入6专业。,组内专业较多，需逐条确认调剂接受度,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,主线偏好-工科信息制造,,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,169,right,M-a8b31c9114605c03,R4GROUP-c391e381654f3d11,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-640be4c62314824f,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,16,H450,山东工商学院,H45004,烟台市,稳冲观察,9,47,计算机科学与技术,可接受,,可接受 / 勉强接受 / 不能接受 / 待了解,true,命中当前偏好方向：计算机类相关。,组内专业较多，需逐条确认调剂接受度,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,是否愿意把该专业作为组内优先专业,计算机类相关,主线偏好-计算机/数字媒体,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,169,right,M-cdfe659d6ddbb7d7,R4GROUP-c391e381654f3d11,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-acf31f4383b543c7,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,16,H450,山东工商学院,H45004,烟台市,稳冲观察,10,48,数字媒体技术,可接受,,可接受 / 勉强接受 / 不能接受 / 待了解,true,命中当前偏好方向：数字媒体技术。,组内专业较多，需逐条确认调剂接受度,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,是否愿意把该专业作为组内优先专业,数字媒体技术,主线偏好-计算机/数字媒体,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,169,right,M-13b19a3991c8159a,R4GROUP-c391e381654f3d11,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-6652f58708df4252,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,16,H450,山东工商学院,H45004,烟台市,稳冲观察,11,49,安全工程,勉强接受,,可接受 / 勉强接受 / 不能接受 / 待了解,false,可作为调剂容忍项，暂不优先放入6专业。,组内专业较多，需逐条确认调剂接受度,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,字段缺口待核,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,169,right,M-b4b8560bd289f9b5,R4GROUP-c391e381654f3d11,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-e5ccaf966368b2e0,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,16,H450,山东工商学院,H45004,烟台市,稳冲观察,12,50,应急技术与管理,勉强接受,,可接受 / 勉强接受 / 不能接受 / 待了解,false,可作为调剂容忍项，暂不优先放入6专业。,组内专业较多，需逐条确认调剂接受度,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,字段缺口待核,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,169,right,M-4a71a2765412ac2a,R4GROUP-c391e381654f3d11,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-0fc3ec0ffb7caa5b,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,16,H450,山东工商学院,H45004,烟台市,稳冲观察,13,51,数据计算及应用,勉强接受,,可接受 / 勉强接受 / 不能接受 / 待了解,false,可作为调剂容忍项，暂不优先放入6专业。,组内专业较多，需逐条确认调剂接受度,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,字段缺口待核,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,169,right,M-7a3695c82b5953d6,R4GROUP-c391e381654f3d11,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
