事实准出任务汇总ID,来源事实准出门禁账本,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,是否允许进入私有写回评审,任务汇总序号,稳定基座第一闭环明细任务ID,第一闭环核验结果ID,第一闭环证据状态公开账本ID,第一闭环下一步动作ID,稳定基座第一闭环页列包ID,页码版面键,来源页码,版面列,专业行ID,专业组出现ID,院校代码,字段名,执行泳道,核验动作层级,第一闭环页列优先级,事实范围数,字段事实数,专业名归属事实数,专业组边界事实数,事实准出状态分布,事实准出阻断等级分布,事实类型分布,PDF待补事实数,湖北官方待补事实数,高校辅证待补事实数,冲突待处理事实数,双人复核待完成事实数,三方闭环待完成事实数,可进入私有写回评审事实数,事实集合SHA16,任务准出动作,公开安全策略
FCFACTRESTASK-906f1d01b3d77c7a,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,72,FIRSTDETAIL-5c92e1c3b94132ae,FIRSTRESULT-e87340809867ed10,FIRSTEVID-77d25cce6d7df2b8,FIRSTNEXT-ee5a1e6e0355ddb3,FIRSTPAGE-44afa6d6e4d84e5a,205-left,205,left,M-84dad3cc819e468e,G-7792cf2f55d5fa02,K073,学费,E0-冲突异常双人优先核验,N2-机器坐标辅助核PDF原页,Q0-冲突页列第一批先核,1,1,0,0,blocked_double_review_pdf_hubei×1,G3-双人复核待完成×1,字段事实-学费×1,1,1,0,0,1,1,0,95551084835b728d,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-6be1fb82b254aea8,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,73,FIRSTDETAIL-5d809871adac9548,FIRSTRESULT-64d04cc20f20f15d,FIRSTEVID-a6738feb6fec3af5,FIRSTNEXT-887a922345e3ecaa,FIRSTPAGE-45d30b827811919c,057-left,57,left,M-89b74b497cad2e7f,G-3e1e79ed3becc5d0,A197,专业计划数,E2-官网未匹配专业名归属核验,N4-PDFOCR候选人工确认,Q2-官网未匹配或高校辅证页列先核,3,2,1,0,blocked_regular_pdf_hubei×2；blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1；G6-常规PDF湖北官方闭环待完成×2,专业名归属事实×1；字段事实-专业计划数×1；字段事实-学费×1,3,3,0,0,0,3,0,f7b7c7cb058c0a65,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-7c6ca41f918d9d0b,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,74,FIRSTDETAIL-5f1ac3cc2efb71c4,FIRSTRESULT-105c84807a5f38e3,FIRSTEVID-a6967fa8a284fcc9,FIRSTNEXT-9f5fbe521dc391ee,FIRSTPAGE-6bd94b5fb0abfec4,080-right,80,right,M-2ce4650e19004f47,G-43eaec6deac85123,C150,再选科目,E2-官网未匹配专业名归属核验,N3-无稳定候选人工看图,Q2-官网未匹配或高校辅证页列先核,2,1,1,0,blocked_double_review_pdf_hubei×1；blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1；G3-双人复核待完成×1,专业名归属事实×1；字段事实-再选科目×1,2,2,0,0,2,2,0,ffa5dc38c23f957b,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-8e693107d0adb39c,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,75,FIRSTDETAIL-604e240ec07de804,FIRSTRESULT-7321172e3094a91d,FIRSTEVID-d4bf28782cf5af7d,FIRSTNEXT-f8e42bad83faeccd,FIRSTPAGE-6bd94b5fb0abfec4,080-right,80,right,M-0f6a13ef21ff0adb,G-43eaec6deac85123,C150,再选科目,E2-官网未匹配专业名归属核验,N3-无稳定候选人工看图,Q2-官网未匹配或高校辅证页列先核,2,1,1,0,blocked_double_review_pdf_hubei×1；blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1；G3-双人复核待完成×1,专业名归属事实×1；字段事实-再选科目×1,2,2,0,0,2,2,0,6b99d2f08fb0b2bf,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-a936ecbbd56646e3,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,76,FIRSTDETAIL-655cc4d71fe13207,FIRSTRESULT-66fc7bdafbb35ff9,FIRSTEVID-96e0d460d030b412,FIRSTNEXT-ab9b331d138b25fc,FIRSTPAGE-815b76bed7962001,169-right,169,right,M-d7ad035436e7d0f7,G-69a8112ee16cf2ba,H450,专业计划数,E0-冲突异常双人优先核验,N3-无稳定候选人工看图,Q0-冲突页列第一批先核,1,1,0,0,blocked_b0_companion_pdf_hubei×1,G1-B0同页伴生事实阻断×1,字段事实-专业计划数×1,1,1,0,1,1,1,0,9823f93ee29e7ffe,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-5200c941defe90f0,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,77,FIRSTDETAIL-65d09d5c33f190b6,FIRSTRESULT-58e5224208f4570d,FIRSTEVID-ad8343f7eade7e8d,FIRSTNEXT-60a7ec5725628923,FIRSTPAGE-b55961124bc8610b,226-left,226,left,M-b26306df48aeae35,G-01338c1d774310d5,K486,专业计划数,E1-计划数补缺或偏大优先核验,N2-机器坐标辅助核PDF原页,Q1-补缺或计划数偏大页列先核,1,1,0,0,blocked_b0_companion_pdf_hubei×1,G1-B0同页伴生事实阻断×1,字段事实-专业计划数×1,1,1,0,1,0,1,0,4cb7eb5300a53920,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-ee01447c3c30586b,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,78,FIRSTDETAIL-66663382808b8ba2,FIRSTRESULT-a427b014742efec3,FIRSTEVID-f32cb9dea9f8fa1c,FIRSTNEXT-e381a017fcc8db5a,FIRSTPAGE-9a59e69a09baeb3c,235-left,235,left,M-595730f0e99ec09a,G-773111c0b1e7a465,K753,专业计划数,E2-官网未匹配专业名归属核验,N4-PDFOCR候选人工确认,Q2-官网未匹配或高校辅证页列先核,4,3,1,0,blocked_regular_pdf_hubei×3；blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1；G6-常规PDF湖北官方闭环待完成×3,专业名归属事实×1；字段事实-专业计划数×1；字段事实-再选科目×1；字段事实-学费×1,4,4,0,0,0,4,0,149d03d755c921c5,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-cf81fe553fd793a2,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,79,FIRSTDETAIL-6e2d3b4c7f4c6ceb,FIRSTRESULT-e75f529fa30e4df4,FIRSTEVID-bc7fd325eb5f4852,FIRSTNEXT-1a521500255b438c,FIRSTPAGE-ffc90431edf15154,018-left,18,left,M-1313bee178d7d0ee,G-df1242f8618d3971,A033,专业计划数,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,Q0-冲突页列第一批先核,3,3,0,0,blocked_w0_b0_core_pdf_hubei×3,G0-W0B0核心事实优先阻断×3,字段事实-专业计划数×1；字段事实-再选科目×1；字段事实-学费×1,3,3,3,3,3,3,0,13814f981c53ccac,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-8c1014200195ece6,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,80,FIRSTDETAIL-7040975d5436c8a8,FIRSTRESULT-f668c02ae4bad413,FIRSTEVID-b744e71e24e3026b,FIRSTNEXT-d294da0a6389c929,FIRSTPAGE-551d0b213dbd2529,109-left,109,left,M-51215ebfd6e9c1fb,G-3ed22abc87c8dac2,F305,专业计划数,E1-计划数补缺或偏大优先核验,N5-多源一致仍待湖北官方侧,Q1-补缺或计划数偏大页列先核,3,3,0,0,blocked_regular_pdf_hubei×3,G6-常规PDF湖北官方闭环待完成×3,字段事实-专业计划数×1；字段事实-再选科目×1；字段事实-学费×1,3,3,3,0,0,3,0,8d76ca0fe91e766b,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-1af63c4369aa51bb,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,81,FIRSTDETAIL-71edd57df6132e94,FIRSTRESULT-f696938f950442f9,FIRSTEVID-e728840862edb7e7,FIRSTNEXT-e1a850df09c2db5a,FIRSTPAGE-b55961124bc8610b,226-left,226,left,M-ba5cee9e156ea062,G-01338c1d774310d5,K486,专业计划数,E1-计划数补缺或偏大优先核验,N1-高校补缺线索回PDF原页,Q1-补缺或计划数偏大页列先核,3,3,0,0,blocked_b0_companion_pdf_hubei×3,G1-B0同页伴生事实阻断×3,字段事实-专业计划数×1；字段事实-再选科目×1；字段事实-学费×1,3,3,3,3,0,3,0,8ec2e36589cbb3b3,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-9756111446bd15a8,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,82,FIRSTDETAIL-71febc53a57d7ba0,FIRSTRESULT-0293697e6bc6c2a7,FIRSTEVID-c74a0d3b5bf17c09,FIRSTNEXT-69d80f7923485946,FIRSTPAGE-4c8c5f6279a32c04,070-right,70,right,M-d5bfdfacbf80256f,G-facec610841ca140,C108,专业计划数,E2-官网未匹配专业名归属核验,N4-PDFOCR候选人工确认,Q2-官网未匹配或高校辅证页列先核,3,2,1,0,blocked_regular_pdf_hubei×2；blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1；G6-常规PDF湖北官方闭环待完成×2,专业名归属事实×1；字段事实-专业计划数×1；字段事实-学费×1,3,3,0,0,0,3,0,47e939e81c10e8e7,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-8581ff20374e6bef,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,83,FIRSTDETAIL-726fddd63013332a,FIRSTRESULT-be2fd427ba97d27d,FIRSTEVID-17d4952cc242c3fb,FIRSTNEXT-10f1f33a05b7108b,FIRSTPAGE-49426baa76375e44,135-left,135,left,M-78343e2534bdcb7c,G-158e8a85ddd262f3,F902,专业计划数,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,Q0-冲突页列第一批先核,2,2,0,0,blocked_w0_b0_core_pdf_hubei×2,G0-W0B0核心事实优先阻断×2,字段事实-专业计划数×1；字段事实-学费×1,2,2,2,2,2,2,0,b9d15bd00c7bef04,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-685218a2ba56565d,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,84,FIRSTDETAIL-72a68e80599c0d0d,FIRSTRESULT-f2a51c3dc4a5d268,FIRSTEVID-7bc99830a641680d,FIRSTNEXT-a6d6125b20f073ea,FIRSTPAGE-ffc90431edf15154,018-left,18,left,M-84b7a37c3bcb4125,G-df1242f8618d3971,A033,专业计划数,E0-冲突异常双人优先核验,N2-机器坐标辅助核PDF原页,Q0-冲突页列第一批先核,1,1,0,0,blocked_b0_companion_pdf_hubei×1,G1-B0同页伴生事实阻断×1,字段事实-专业计划数×1,1,1,0,1,0,1,0,7eff44164e840368,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-010b1e45586d5fff,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,85,FIRSTDETAIL-73ecd006bdde9bf8,FIRSTRESULT-5f292540d4e43f03,FIRSTEVID-bacdf44dfa6b959e,FIRSTNEXT-ab4e66132fa50d8f,FIRSTPAGE-6f905e62249f58a5,135-right,135,right,M-333b9b0165c63dc9,G-158e8a85ddd262f3,F902,专业计划数,E2-官网未匹配专业名归属核验,N4-PDFOCR候选人工确认,Q2-官网未匹配或高校辅证页列先核,3,2,1,0,blocked_regular_pdf_hubei×2；blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1；G6-常规PDF湖北官方闭环待完成×2,专业名归属事实×1；字段事实-专业计划数×1；字段事实-学费×1,3,3,0,0,0,3,0,a6d43e01ad0daa85,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-c2014bfb178ff96f,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,86,FIRSTDETAIL-7518c4efaa62ae79,FIRSTRESULT-38d264271309059a,FIRSTEVID-3d5e0ef34a7df671,FIRSTNEXT-a0d8452b82a071ae,FIRSTPAGE-6bd94b5fb0abfec4,080-right,80,right,M-acb482f3064a0583,G-43eaec6deac85123,C150,再选科目,E2-官网未匹配专业名归属核验,N3-无稳定候选人工看图,Q2-官网未匹配或高校辅证页列先核,2,1,1,0,blocked_double_review_pdf_hubei×1；blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1；G3-双人复核待完成×1,专业名归属事实×1；字段事实-再选科目×1,2,2,0,0,2,2,0,7612b82a76234019,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTRESTASK-7e95b4b2a6f7b636,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_resolution_gate_v1,第一闭环事实准出任务汇总,稳定基座第一闭环明细任务ID×事实准出门禁,false,false,false,false,false,false,false,false,false,87,FIRSTDETAIL-758c1ed1f2245500,FIRSTRESULT-a7ef4e96754b3643,FIRSTEVID-12ac178e1c641cb3,FIRSTNEXT-0a668f6430d25c55,FIRSTPAGE-6f905e62249f58a5,135-right,135,right,M-2a039956ee3b5d43,G-158e8a85ddd262f3,F902,待人工判定字段,E2-官网未匹配专业名归属核验,N3-无稳定候选人工看图,Q2-官网未匹配或高校辅证页列先核,2,1,1,0,blocked_manual_image_pdf_hubei×1；blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1；G4-人工看图待完成×1,专业名归属事实×1；字段事实-待人工判定字段×1,2,2,0,0,0,2,0,c9e35d52c385bb31,任务内事实仍缺PDF原页和湖北官方侧闭环；不得写回字段事实或生成推荐。,not_final；resolution_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
