来源期号,来源PDF_SHA256,数据阶段,综合风险等级,风险类型,院校代码,院校名称OCR,院校专业组代码,来源页码,OCR专业行数,再选科目OCR候选,人数OCR候选,学费OCR候选,偏好和风险标签,字段完整性标记,候选池V1命中,样本学校命中,核验状态,最终可用,下一步
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,体检或色觉限制,C151,汉江师范学院,C15113,81,8,政治,108；43；97；98；33；107；10,5200；4000,body_or_exam_limit;priority_2_computer;priority_3_teacher,plan_count_not_plain_number;tuition_not_plain_number,否,是,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,体检或色觉限制,F005,北京印刷学院,F00503,92,13,化学,,2；4600；1；11,body_or_exam_limit;priority_2_computer,missing_plan_count_candidate;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,体检或色觉限制,F006,北京建筑大学,F00601,92,10,［化学,17,4600；1；2；I,body_or_exam_limit;priority_2_computer,tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,体检或色觉限制,F008,北京农学院,F00803,93,2,化学,2,兔费；4600,body_or_exam_limit;priority_2_computer,tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,体检或色觉限制,F092,天津工业大学,F09204,94,8,,,5400；2；3；16,body_or_exam_limit,missing_subject_candidate;missing_plan_count_candidate;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,体检或色觉限制,F096,天津中医药大学,F09603,95,1,,2,5400,body_or_exam_limit,missing_subject_candidate,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,体检或色觉限制,F096,天津中医药大学,F09607,96,1,,28；14,5800,body_or_exam_limit;priority_3_teacher,missing_subject_candidate;plan_count_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,体检或色觉限制,F097,天津师范大学,F09703,96,6,化学,15,3；5400；2,body_or_exam_limit;priority_2_computer;priority_3_teacher,tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,体检或色觉限制,F105,天津城建大学,F10504,96,19,,人数；1；2,5400；2；1；年；学费；（元）,body_or_exam_limit;priority_2_computer,missing_subject_candidate;plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,体检或色觉限制,F105,天津城建大学,F10505,97,1,地理,2；4,5400,body_or_exam_limit,plan_count_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,体检或色觉限制,F139,天津商业大学宝德学院,F13907,97,2,不限,1；19000,,body_or_exam_limit,plan_count_not_plain_number;missing_tuition_candidate,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,体检或色觉限制,H021,宁波工程学院,H02103,141,1,化学,4；9,5500,body_or_exam_limit,plan_count_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,体检或色觉限制,H119,安徽工程大学,H11901,144,14,［化学,40；95,2；5200；5720；1；3；5980；6；5；8；5200/；4,body_or_exam_limit,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,体检或色觉限制,H124,安徽中医药大学,H12405,145,4,,2,4900,body_or_exam_limit,missing_subject_candidate,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,体检或色觉限制,H124,安徽中医药大学,H12406,145,2,不限；化学,,5200,body_or_exam_limit,missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,体检或色觉限制,H139,合肥大学,H13903,147,3,化学,2；3；10,5720；5200；5980,body_or_exam_limit,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,体检或色觉限制,K002,海南热带海洋学院,K00205,200,21,化学；要求,人数；2,40；2；4620；学費；元）；4180,body_or_exam_limit;priority_2_computer;priority_3_teacher,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,体检或色觉限制,K003,海南师范大学,K00313,201,2,不限,2；7,4620,body_or_exam_limit;priority_3_teacher,plan_count_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,体检或色觉限制,K003,海南师范大学,K00314,201,2,不限,4；3,4180；4620,body_or_exam_limit;priority_3_teacher,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,体检或色觉限制,K003,海南师范大学,K00317,201,3,「化学,8；5；3,4620；，4620,body_or_exam_limit;priority_3_teacher,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,体检或色觉限制,K003,海南师范大学,K00318,201,1,化和,3；17,4620,body_or_exam_limit;priority_2_computer;priority_3_teacher,plan_count_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,体检或色觉限制,K003,海南师范大学,K00319,201,3,生,11；2；4,4620,body_or_exam_limit;priority_3_teacher,plan_count_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,体检或色觉限制,K003,海南师范大学,K00320,201,1,地理,4；3,4620,body_or_exam_limit;priority_3_teacher,plan_count_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,体检或色觉限制,K070,重庆师范大学,K07008,204,2,「化学,3；4；2,5250,body_or_exam_limit;priority_3_teacher,plan_count_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,体检或色觉限制,K071,重庆文理学院,K07105,204,14,化学,,39；2；5880；5600；4；5200；4500,body_or_exam_limit,missing_plan_count_candidate;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,体检或色觉限制,K071,重庆文理学院,K07106,204,1,生物,52,5100；2,body_or_exam_limit,tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,体检或色觉限制,K072,重庆三峡科技大学,K07203,204,15,不限,人数；2；3；34；10,3；5880；2；5250；4；年；学費；元）；5600,body_or_exam_limit;priority_2_computer;priority_3_teacher,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,体检或色觉限制,K073,长江师范学院,K07305,205,2,【化学；生物,2,5880；5100,body_or_exam_limit;priority_3_teacher,tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,体检或色觉限制,K073,长江师范学院,K07306,205,1,「化学,,5100,body_or_exam_limit;priority_3_teacher,missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,体检或色觉限制,K076,四川美术学院,K07602,205,1,化学,,6000,body_or_exam_limit,missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,体检或色觉限制,K076,四川美术学院,K07603,205,1,不限,50；5,6000,body_or_exam_limit,plan_count_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,体检或色觉限制,K077,重庆科技大学,K07704,205,1,不限,5；47,5880,body_or_exam_limit,plan_count_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,体检或色觉限制,K078,重庆理工大学,K07805,206,3,化学,2；53；31,6328,body_or_exam_limit,plan_count_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,体检或色觉限制,K079,重庆工商大学,K07907,206,4,化学；再选；科目；要求,4；人数学费,6328；6000；年；（元）；2,body_or_exam_limit;priority_2_computer,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,限制风险,体检或色觉限制,M003,北京科技职业大学,M00301,237,2,,10；5；11；9,6000,body_or_exam_limit,missing_subject_candidate;plan_count_not_plain_number,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
