官方不可得抽样Overlay公开账本ID,来源官方不可得抽样执行明细,来源私有抽样复核Overlay,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,是否允许作为志愿推荐依据,是否允许生成学校专业建议,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许写回字段事实,来源官方不可得抽样执行明细ID,专业行ID,专业组出现ID,来源页码,版面列,页码版面键,执行类别,执行优先级,风险等级,官网辅证自动动作,是否100%人工核验,是否抽样核验,是否低风险样本,是否需要双人复核,抽样策略,样本序号,样本最低明细数,私有Overlay证据编号,私有OverlayCSV_SHA256,私有Overlay记录SHA256,私有Overlay记录是否存在,私有Overlay记录缺失数,PDF原页已填字段数,湖北官方侧已填字段数,高校辅证已填字段数,三方一致性可评估,抽检失败状态,升级状态,首轮复核状态,次轮复核状态,字段事实写回状态,Overlay进度桶,公开安全策略,下一步
SAMPLINGOVERLAYPROG-21c3b791413145f2,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-f97d30295380217e,M-c1f8f0fd7414b38f,G-01338c1d774310d5,226,left,226-left,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,C1-官网补缺候选但禁止自动写回,true,false,false,false,100%人工核验,6,19,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,7b71ca90cdee8957a7eec845ab1ccb688a4db851b27307b18d65468f0c55cb5d,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,not_required_yet,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-7cd3391dd093ddde,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-0a0c3f809ad803fd,M-b55b42a0731954d9,G-01338c1d774310d5,226,left,226-left,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,C1-官网补缺候选但禁止自动写回,true,false,false,false,100%人工核验,7,19,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,5bc70ce5accbb1aa51b931fe3a0b6f570728e7f8c36845145a78a454bf334a7c,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,not_required_yet,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-d212bb82bdd06e9e,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-5943f9e24183f920,M-da1f5a87edef49c2,G-01338c1d774310d5,226,left,226-left,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,C1-官网补缺候选但禁止自动写回,true,false,false,false,100%人工核验,8,19,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,0b7ee9066e3eb044273e342f8953cbc39440220aef464e3d73e41a419fa2c635,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,not_required_yet,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-92b161c581242699,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-324fc588fa74922b,M-896f6185282057cc,G-01338c1d774310d5,226,left,226-left,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,C1-官网补缺候选但禁止自动写回,true,false,false,false,100%人工核验,9,19,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,c1e49a29171b25268731dbf0aa1d20f6bbf51b77b8377e7a6900918c7c8516ce,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,not_required_yet,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-ac3bf942239dd274,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-595dba587164073a,M-ba5cee9e156ea062,G-01338c1d774310d5,226,left,226-left,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,C1-官网补缺候选但禁止自动写回,true,false,false,false,100%人工核验,10,19,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,4677d0f17bc2e03786f84c9d97b378606821594b3f1125dc39926064b4ee3d8d,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,not_required_yet,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-764627c7a52efb1e,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-6e93b1cfb6c40c58,M-eb18c68df6af2f4d,G-01338c1d774310d5,226,left,226-left,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,C1-官网补缺候选但禁止自动写回,true,false,false,false,100%人工核验,11,19,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,9d725cadf83a34d332b1f4f745568892fd1473db73c99f891ae89253744538a0,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,not_required_yet,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-32ce04c19370d367,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-642c86e2908bb99a,M-de96b2c78977c1f5,G-01338c1d774310d5,226,left,226-left,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,C1-官网补缺候选但禁止自动写回,true,false,false,false,100%人工核验,12,19,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,70d44a125ca3b69780fd5ee22e7fff1629174579621c8f8066bfd4bb2f91acb4,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,not_required_yet,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-2be761761abbcc58,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-159dbbdb977c2696,M-216cedcbd6540689,G-01338c1d774310d5,226,left,226-left,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,C1-官网补缺候选但禁止自动写回,true,false,false,false,100%人工核验,13,19,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,34669298372ae11ea8b50960b9bdfdd38a327c60b6798e126e25e8684f7b9639,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,not_required_yet,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-668e732d7a01ac12,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-da15699dcfa2b2e9,M-a83566d233468121,G-01338c1d774310d5,226,left,226-left,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,C1-官网补缺候选但禁止自动写回,true,false,false,false,100%人工核验,14,19,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,cf38245d8d34f3e9975c6721ef1b4c279a8aa3018887456009dbe61a99ea5f9f,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,not_required_yet,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-be779a1423a53e1d,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-404234b87c6ede5d,M-4a6209dd341f05a5,G-01338c1d774310d5,226,left,226-left,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,C1-官网补缺候选但禁止自动写回,true,false,false,false,100%人工核验,15,19,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,78a02a410bb449a757a3427ddfd678f0b4182cf1c935acf98a2bedce46ca83b9,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,not_required_yet,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-30faba2a737ab7fe,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-b2756690e980464a,M-3875a60b6b22b3fa,G-01338c1d774310d5,226,left,226-left,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,C1-官网补缺候选但禁止自动写回,true,false,false,false,100%人工核验,16,19,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,3e09e7cdbc9304e5499f7e1edc7fceae0c62218aef32c8e5057e2a843447292b,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,not_required_yet,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-8a6d714dcd84bd36,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-b104918134d2573b,M-b54865ae837a800d,G-01338c1d774310d5,226,left,226-left,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,C1-官网补缺候选但禁止自动写回,true,false,false,false,100%人工核验,17,19,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,b8b6f7bb37c51941e29a96b92cf3cb575c10625a07393cacc6909fbce028de43,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,not_required_yet,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-ac9fe9793b42267b,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-42734fcb6326278c,M-9807e5b6e5757591,G-01338c1d774310d5,226,left,226-left,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,C1-官网补缺候选但禁止自动写回,true,false,false,false,100%人工核验,18,19,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,4d1cbb03bfd20488edce03392e49c7c5e06428a72ce45c4fa320202164fc1bd0,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,not_required_yet,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-08372ee24ad0134c,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-c63c9ce0a5d5a5e3,M-188931cfb2409b2a,G-01338c1d774310d5,226,left,226-left,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,C1-官网补缺候选但禁止自动写回,true,false,false,false,100%人工核验,19,19,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,8729ab89bda658f29b88909dd8a37202415cbfa22bcf30b80376f8b266429148,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,not_required_yet,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
