来源期号,来源PDF_SHA256,数据阶段,最终可用,核验状态,官方逐专业校验任务ID,官方交叉校验任务ID,专业核验任务ID,候选V3入口ID,复核批次,入口类型,院校代码,院校名称OCR,2026院校专业组代码,来源页码,专业明细来源,专业行来源,专业行ID,专业组内专业序号,专业代号OCR,专业名称及备注OCR,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,专业偏好方向,专业风险类型,专业字段完整性标记,机器专业接受度初判,机器阻断或待核原因,调剂影响初判,官网来源状态,官网URL,本地留存路径,可核字段,官网来源局限,官方源缺口,PDF字段核验状态,湖北官方系统字段核验状态,高校官网/章程字段核验状态,家庭接受度人工结论状态,调剂影响人工结论状态,字段核验状态,是否阻断组升级,可进入最终专业列表,可进入下一阶段,高校官网计划检索式,招生章程检索式,下一步
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-79937574f5e073b1,OCQ-829e3986f2d60255,MPK-152f4d33b6b5568b,V3-921503e81e3d0c84,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,209,family_fit_full_ocr,family_fit_major_detail,M-11e163bdfc3a6f22,13,25,计算机科学与技术（办学地点：航空港校区）,,2,6240,计算机类相关,,missing_subject_candidate;low_ocr_confidence,优先了解-命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,主动填报优先专业候选,has_partial_source_needs_followup,https://zs.cuit.edu.cn/info/1096/1688.htm,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,湖北2026分专业计划；专业代码；湖北计划数；学费；学院；校区,未直接给出湖北院校专业组代码和专业代号，需与第19期原页及湖北官方系统对齐,已有部分官网线索，但仍需补齐湖北普通本科物理专业组或逐专业字段,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,成都信息工程大学 2026 湖北 招生计划 本科 专业组 招生网,成都信息工程大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-8e000c972dd89119,OCQ-829e3986f2d60255,MPK-2d380e5bfa769141,V3-921503e81e3d0c84,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,209,family_fit_full_ocr,family_fit_major_detail,M-86d92f5ab218e665,14,26,数字媒体技术（办学地点：航空港校,,2,6240,数字媒体技术,,missing_subject_candidate,优先了解-命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,主动填报优先专业候选,has_partial_source_needs_followup,https://zs.cuit.edu.cn/info/1096/1688.htm,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,湖北2026分专业计划；专业代码；湖北计划数；学费；学院；校区,未直接给出湖北院校专业组代码和专业代号，需与第19期原页及湖北官方系统对齐,已有部分官网线索，但仍需补齐湖北普通本科物理专业组或逐专业字段,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,成都信息工程大学 2026 湖北 招生计划 本科 专业组 招生网,成都信息工程大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-03d3a1262613e682,OCQ-829e3986f2d60255,MPK-3c5caa6707d9b7cc,V3-921503e81e3d0c84,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,209,family_fit_full_ocr,family_fit_major_detail,M-58247d316dbd31bb,15,27,智能科学与技术（办学地点：航空港校,,2,6240,计算机类相关,,missing_subject_candidate,优先了解-命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,主动填报优先专业候选,has_partial_source_needs_followup,https://zs.cuit.edu.cn/info/1096/1688.htm,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,湖北2026分专业计划；专业代码；湖北计划数；学费；学院；校区,未直接给出湖北院校专业组代码和专业代号，需与第19期原页及湖北官方系统对齐,已有部分官网线索，但仍需补齐湖北普通本科物理专业组或逐专业字段,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,成都信息工程大学 2026 湖北 招生计划 本科 专业组 招生网,成都信息工程大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-001f84a01b0cab3b,OCQ-829e3986f2d60255,MPK-0093901a70fc374c,V3-921503e81e3d0c84,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,209,family_fit_full_ocr,family_fit_major_detail,M-fb563329ce0a0265,16,28,软件工程（办学地点：航空港校区）,,2,6240,计算机类相关,,missing_subject_candidate,优先了解-命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,主动填报优先专业候选,has_partial_source_needs_followup,https://zs.cuit.edu.cn/info/1096/1688.htm,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,湖北2026分专业计划；专业代码；湖北计划数；学费；学院；校区,未直接给出湖北院校专业组代码和专业代号，需与第19期原页及湖北官方系统对齐,已有部分官网线索，但仍需补齐湖北普通本科物理专业组或逐专业字段,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,成都信息工程大学 2026 湖北 招生计划 本科 专业组 招生网,成都信息工程大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-4786cb1271ee88f9,OCQ-829e3986f2d60255,MPK-e3011212dcc2e95a,V3-921503e81e3d0c84,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,209,family_fit_full_ocr,family_fit_major_detail,M-e2879b097d059aee,17,29,信息安全（办学地点：航空港校区）,,2,6240,计算机类相关,,missing_subject_candidate,优先了解-命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,主动填报优先专业候选,has_partial_source_needs_followup,https://zs.cuit.edu.cn/info/1096/1688.htm,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,湖北2026分专业计划；专业代码；湖北计划数；学费；学院；校区,未直接给出湖北院校专业组代码和专业代号，需与第19期原页及湖北官方系统对齐,已有部分官网线索，但仍需补齐湖北普通本科物理专业组或逐专业字段,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,成都信息工程大学 2026 湖北 招生计划 本科 专业组 招生网,成都信息工程大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-328d62df0cd3d7ee,OCQ-829e3986f2d60255,MPK-0739db7a4d5b6d01,V3-921503e81e3d0c84,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,209,family_fit_full_ocr,family_fit_major_detail,M-026664ca0517a54d,18,30,婆产与应用数学（办学地点：航空港校,,,6240,,,missing_subject_candidate;missing_plan_count_candidate;low_ocr_confidence,待了解-未命中当前偏好方向,计划数字段非纯数字或缺失,可作为调剂接受度待家庭判断专业,has_partial_source_needs_followup,https://zs.cuit.edu.cn/info/1096/1688.htm,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,湖北2026分专业计划；专业代码；湖北计划数；学费；学院；校区,未直接给出湖北院校专业组代码和专业代号，需与第19期原页及湖北官方系统对齐,已有部分官网线索，但仍需补齐湖北普通本科物理专业组或逐专业字段,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,成都信息工程大学 2026 湖北 招生计划 本科 专业组 招生网,成都信息工程大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-5be136f8fa827166,OCQ-829e3986f2d60255,MPK-643f51743c6a432d,V3-921503e81e3d0c84,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,209,family_fit_full_ocr,family_fit_major_detail,M-8aed30091b7482da,19,31,信息与计算科学（办学地点：航空港校区）,,,6240,,,missing_subject_candidate;missing_plan_count_candidate,待了解-未命中当前偏好方向,计划数字段非纯数字或缺失,可作为调剂接受度待家庭判断专业,has_partial_source_needs_followup,https://zs.cuit.edu.cn/info/1096/1688.htm,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,湖北2026分专业计划；专业代码；湖北计划数；学费；学院；校区,未直接给出湖北院校专业组代码和专业代号，需与第19期原页及湖北官方系统对齐,已有部分官网线索，但仍需补齐湖北普通本科物理专业组或逐专业字段,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,成都信息工程大学 2026 湖北 招生计划 本科 专业组 招生网,成都信息工程大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-cdeb68c343c54d5a,OCQ-829e3986f2d60255,MPK-9f25d5ea48156b0a,V3-921503e81e3d0c84,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,209,family_fit_full_ocr,family_fit_major_detail,M-1658de39926b83b3,20,32,密码科学与技术（办学地点：航空港校区）,,2,6240,计算机类相关,,missing_subject_candidate,优先了解-命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,主动填报优先专业候选,has_partial_source_needs_followup,https://zs.cuit.edu.cn/info/1096/1688.htm,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,湖北2026分专业计划；专业代码；湖北计划数；学费；学院；校区,未直接给出湖北院校专业组代码和专业代号，需与第19期原页及湖北官方系统对齐,已有部分官网线索，但仍需补齐湖北普通本科物理专业组或逐专业字段,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,成都信息工程大学 2026 湖北 招生计划 本科 专业组 招生网,成都信息工程大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-bc3a35c1745a4555,OCQ-829e3986f2d60255,MPK-fa8e094516bebd60,V3-921503e81e3d0c84,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,209,family_fit_full_ocr,family_fit_major_detail,M-f928884575f48530,21,33,人工智能（办学地点：航空港校区）,,2,6240,计算机类相关,,missing_subject_candidate,优先了解-命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,主动填报优先专业候选,has_partial_source_needs_followup,https://zs.cuit.edu.cn/info/1096/1688.htm,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,湖北2026分专业计划；专业代码；湖北计划数；学费；学院；校区,未直接给出湖北院校专业组代码和专业代号，需与第19期原页及湖北官方系统对齐,已有部分官网线索，但仍需补齐湖北普通本科物理专业组或逐专业字段,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,成都信息工程大学 2026 湖北 招生计划 本科 专业组 招生网,成都信息工程大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-b98f94de11a73d05,OCQ-829e3986f2d60255,MPK-a58668fe7993acd9,V3-921503e81e3d0c84,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,209,family_fit_full_ocr,family_fit_major_detail,M-9fca06fa12968fc6,22,34,统计学（办学地点：龙泉校区）,「化学,2,6240,,,,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,has_partial_source_needs_followup,https://zs.cuit.edu.cn/info/1096/1688.htm,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,湖北2026分专业计划；专业代码；湖北计划数；学费；学院；校区,未直接给出湖北院校专业组代码和专业代号，需与第19期原页及湖北官方系统对齐,已有部分官网线索，但仍需补齐湖北普通本科物理专业组或逐专业字段,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,成都信息工程大学 2026 湖北 招生计划 本科 专业组 招生网,成都信息工程大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
