学校闭环索引ID,来源逐专业闭环批次表,来源期号,来源PDF_SHA256,数据阶段,索引粒度,最终可用,可进入下一阶段,院校代码,院校名称OCR,学校执行总序,专业明细数,涉及PDF页数,涉及专业组数,C0_P0主批次专业明细数,C1字段缺口主批次专业明细数,C2官网辅证主批次专业明细数,C3常规三方主批次专业明细数,C4低风险抽检主批次专业明细数,含官网辅证任务专业明细数,B0B1官网差异专业明细数,有高校官网来源线索专业明细数,偏好专业明细数,高校官网来源状态分布,首个PDF页码,首个专业行ID,首要核验动作,下一步
CLOSESCHOOL-5497d184edf523af,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H796,广东工业大学,634,22,1,10,8,14,0,0,0,0,0,0,4,not_yet_school_source_searched_in_full_workbench:22,190,M-a7a3dc1f3a60f301,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-016a6299c785653c,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H806,深圳理工大学,638,1,1,1,1,0,0,0,0,0,0,0,1,not_yet_school_source_searched_in_full_workbench:1,192,M-76c1f69bb36731a4,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-4814105a864b706e,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,F012,北京,639,2,1,1,2,0,0,0,0,0,0,0,1,not_yet_school_source_searched_in_full_workbench:2,93,M-3735b1dd4d48cdfa,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-2e4e8b94da97f5b2,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,P012,北京,640,3,1,1,3,0,0,0,0,0,0,0,1,not_yet_school_source_searched_in_full_workbench:3,93,M-c2224195fef85996,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-a4afc6c5fd3adbec,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H832,广东白云学院,643,11,1,2,8,3,0,0,0,0,0,0,4,not_yet_school_source_searched_in_full_workbench:11,192,M-3d6d1ee2e5317c8a,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-c3734e0d94de3cff,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H838,广州南方学院,644,5,1,2,3,2,0,0,0,0,0,0,2,not_yet_school_source_searched_in_full_workbench:5,192,M-7a3425369713a2a4,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-b22beda85682fa87,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H846,广州应用科技学院,645,5,1,2,5,0,0,0,0,0,0,0,3,not_yet_school_source_searched_in_full_workbench:5,193,M-916319abbd3da52f,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-24b686e499cf5f74,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H850,广州工商学院,647,2,1,2,2,0,0,0,0,0,0,0,1,not_yet_school_source_searched_in_full_workbench:2,193,M-853d7f31f127e7b2,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-6e1b8d82e0b818a9,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H852,广东科技学院,648,3,1,1,2,1,0,0,0,0,0,0,1,not_yet_school_source_searched_in_full_workbench:3,193,M-c28de723514d51bb,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-caf85addc19ff8be,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,C201,武汉东湖学院,649,39,2,4,16,19,0,4,0,0,0,0,8,not_yet_school_source_searched_in_full_workbench:39,82,M-5a9a1a7c19d3462c,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-93becfe77eaabbf0,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,F057,北京金融科技学院,650,2,1,2,1,1,0,0,0,0,0,0,1,not_yet_school_source_searched_in_full_workbench:2,94,M-85fbc466fe5db698,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-fc90e418a06418f5,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H855,东莞城市学院,653,3,1,1,3,0,0,0,0,0,0,0,2,not_yet_school_source_searched_in_full_workbench:3,193,M-11a8e8bfa009518a,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-13d63fff07f30bdc,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H856,广州新华学院,654,6,1,3,5,1,0,0,0,0,0,0,1,not_yet_school_source_searched_in_full_workbench:6,193,M-a1daaa1d4d4c6af5,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-9242f02f2f29c6e1,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H857,北师香港浸会大学,655,12,2,2,11,1,0,0,0,0,0,0,1,not_yet_school_source_searched_in_full_workbench:12,194,M-ce643b7f5ba5d002,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-d12130f37d929f90,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H861,香港城市大学（东莞）,656,1,1,1,1,0,0,0,0,0,0,0,1,not_yet_school_source_searched_in_full_workbench:1,194,M-0adce354ceeb9537,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-105e8c18e7eb854a,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H718,长沙医学院,657,14,1,2,13,1,0,0,0,0,0,0,1,not_yet_school_source_searched_in_full_workbench:14,184,M-aafacec7fd350625,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-f52a54c3dad9b2e0,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H836,广州城市理工学院,661,15,1,2,10,5,0,0,0,0,0,0,2,not_yet_school_source_searched_in_full_workbench:15,192,M-2376555a069e0d04,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-73ebae2abe0e99c3,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H849,珠海科技学院,663,5,1,3,5,0,0,0,0,0,0,0,2,not_yet_school_source_searched_in_full_workbench:5,193,M-ffac8c05a19f0ba8,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-4952205876c5b134,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H853,广东理工学院,664,5,1,1,5,0,0,0,0,0,0,0,1,not_yet_school_source_searched_in_full_workbench:5,193,M-4a3e45bb4614a30e,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-3705c67a99146f0d,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H422,山东农业大学,666,47,1,4,14,33,0,0,0,0,0,0,3,not_yet_school_source_searched_in_full_workbench:47,165,M-2c78ff002cf773ca,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-b7e98aa94f0ea17a,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H899,南宁师范大学,667,9,2,6,6,3,0,0,0,0,0,0,4,not_yet_school_source_searched_in_full_workbench:9,196,M-5ae4e40ddd1a7767,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-fe6379bf36f4a2ce,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,F101,天津财经大学,668,8,1,4,3,5,0,0,0,0,0,0,1,not_yet_school_source_searched_in_full_workbench:8,96,M-507dcf539ffc0756,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-fa7b08dc8bf4bff8,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H893,桂林理工大学,669,21,2,3,13,8,0,0,0,0,0,0,5,not_yet_school_source_searched_in_full_workbench:21,196,M-af076575d5aee2f6,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-b73c8ea55a2d9f71,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,F178,河北地质大学,671,14,1,3,1,13,0,0,0,0,0,0,4,not_yet_school_source_searched_in_full_workbench:14,98,M-858ecb0319ca132a,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-b42ac2ec945b0be6,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H902,玉林师范学院,672,2,1,1,2,0,0,0,0,0,0,0,2,not_yet_school_source_searched_in_full_workbench:2,197,M-f775d641b102f258,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-430a3fdb3a423092,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H912,桂林旅游学院,673,2,1,2,2,0,0,0,0,0,0,0,1,not_yet_school_source_searched_in_full_workbench:2,198,M-5009c03284f6a512,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-f52f1030b39d02c2,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H914,广西农业职业技术大学,674,1,1,1,1,0,0,0,0,0,0,0,1,not_yet_school_source_searched_in_full_workbench:1,198,M-f6e5cbe426393de3,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-a79635f61887add4,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,F179,河北工业大学,675,32,2,10,8,23,0,0,1,0,0,0,6,not_yet_school_source_searched_in_full_workbench:32,99,M-2309d1f506ea2946,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
