全量字段页列核验队列ID,来源字段事实核验任务队列,来源页级保真复核队列,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,机器是否允许自动写回主表,机器是否允许自动回填候选,是否允许写回字段,是否允许作为志愿推荐依据,是否允许生成学校专业建议,页列执行总序,来源页码,版面列,页码版面键,页列核验优先级桶,页列核验优先级数值,页列首要动作,包内字段任务数,包内专业行数,包内专业组数,包内院校代码数,包内字段名分布,包内字段核验优先级分布,包内字段事实阻断等级分布,包内Q0无候选阻断任务数,包内Q1有候选待人工核验任务数,包内Q2OCR齐全待三方闭环任务数,包内专业计划数字段任务数,包内学费字段任务数,包内再选科目字段任务数,包内PDF原页核验待完成任务数,包内湖北官方核验待完成任务数,包内高校官网辅证线索任务数,包内源证据P0任务数,包内源证据P1任务数,页面复核优先级,页面阻断等级,页级保真队列ID,私有页图证据编号,私有页图SHA256,私有识别材料证据编号,私有识别材料SHA256,OCR平均置信度,OCR_QC_P0数,OCR_QC_P1数,页面专业明细数,页面结构异常数,页面高严重结构异常数,字段任务ID集合SHA256,专业行ID集合SHA256,专业组出现ID集合SHA256,院校代码集合SHA256,下钻筛选键,PDF原页核页状态,湖北官方系统或省招办计划核验状态,字段事实写回状态,公开安全策略,下一步
FIELDPSIDE-2fdc7e42f76c2284,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,281,156,left,156-left,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,75,25,5,1,专业计划数:25；再选科目:25；学费:25,P0-字段无候选原页重读:17；P1-字段有候选回看原页和官方:15；P3-OCR齐全字段三方闭环:43,Q0-字段缺口无候选阻断:24；Q1-字段缺口有候选待人工核验:45；Q2-OCR字段齐全但PDF和官方未闭环:6,24,45,6,25,25,25,75,75,0,0,42,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-e2675a424adda948,page-156,eb7c43fe869cd05e12f8b293abef9c3562f47f975e17342b8027f48e6512f96e,156_page-156,992bada187db0a3a76aaf7a03ce1b94ff23f942613272cd3243f41e7028c4e44,0.6933,84,80,54,20,11,0a42c2c42d3052df255327b3089bf4b65780b8e18c034f4d9bde51e04b41be86,b872d98ac74d6f28ce0e918d1dcc335c35118479988684de9a3b2d8bd7e3188c,007add61d6575d6de4df12c3cd1a49b47272d774576353272d7f348c79da938e,44ed3b1877cbbfe0e1c4775dbc61ee072a9ee7797a72c234ce3741d1795706d3,来源页码=156；版面列=left,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-bee48bf9a52e73c9,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,282,188,right,188-right,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,63,21,3,2,专业计划数:21；再选科目:21；学费:21,P0-字段无候选原页重读:28；P1-字段有候选回看原页和官方:13；P3-OCR齐全字段三方闭环:22,Q0-字段缺口无候选阻断:24；Q1-字段缺口有候选待人工核验:39,24,39,0,21,21,21,63,63,0,0,24,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-17f17ecd95e8a94f,page-188,49da8cd139bb8e3bf4abd5d1a9fa830f9c84f2353759f6b0a376f181ce95b860,188_page-188,93e773a569a655ed3eb0542572313758f6be5b3740e00a81e0c35374aacc406c,0.6935,96,58,42,19,16,91d8851ea45645277601965db307f530de088ee31e0120516745d9e090cdef6c,15baaee5bab5827d31be21d80f4d15786bdcdb1f4bdaa5fcc14f98ce35723873,dfa8eca6f17d6e01729b3e7d6757a88cbf20d5066b35bcfe8cbb897447c40e4b,bf30d069b4cec1e782cccf258ac92df5614ca33114ffb359ed6fc7d6f969e047,来源页码=188；版面列=right,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-0e4b2fb96fe3c0be,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,283,102,left,102-left,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,69,23,14,7,专业计划数:23；再选科目:23；学费:23,P0-字段无候选原页重读:20；P1-字段有候选回看原页和官方:11；P3-OCR齐全字段三方闭环:38,Q0-字段缺口无候选阻断:24；Q1-字段缺口有候选待人工核验:33；Q2-OCR字段齐全但PDF和官方未闭环:12,24,33,12,23,23,23,69,69,0,0,3,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-9f8f8887afde13d0,page-102,9a2d0b25c49680d3e33faa1b6a65da26eb1e36923eb247bbe720350a07c429c1,102_page-102,062a9878170a71cb17e85d50eb2370e46e0a20bbf5cf1102b289931884d7e81b,0.6883,105,46,55,20,17,340e18720fca062954a61a29b864bc262c928b66bc635bbd2eda6582ab4161db,5771dc7bf2d1ef6bc982d540facd7e88d77793f8ea0b2a7a2951237101fb7afd,f70827bc94e878ea98f0c05f11fd7088d059cedeef7fc72559ff9640dbf7e123,6331455bd65f10ec7917008b884b063e0894d7d2c3d074ee43b7347467d1d2f2,来源页码=102；版面列=left,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-232d3c35cf9005bc,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,284,128,right,128-right,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,63,21,8,4,专业计划数:21；再选科目:21；学费:21,P0-字段无候选原页重读:22；P1-字段有候选回看原页和官方:11；P3-OCR齐全字段三方闭环:30,Q0-字段缺口无候选阻断:24；Q1-字段缺口有候选待人工核验:33；Q2-OCR字段齐全但PDF和官方未闭环:6,24,33,6,21,21,21,63,63,0,0,45,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-02a3fb59286510e1,page-128,3f3d39572e56bf30f1bd81302503d7ce0fc2e3e126a59492580f24971c9be3c5,128_page-128,638a46274c961a28c549c353e6dabad2cf16727158203726aae4b8b70d28f0d1,0.6936,73,84,50,24,22,9eaf3268bffcb9cf0efaf62d4d86ddb202301b209b911e6b081b29a760582599,03807da18c469d6f8fbf6cff07a0ca27938a32c931ce6f325a6e6f314bf75e2b,48fd6a611bc01b76fe659ecb35c808a2376a7c44fc4bc41f18699d33c9b20ed1,bcdb748d6a0d3b6cb28bace27355e4321143f70104fb47c462529b52a01b1f60,来源页码=128；版面列=right,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-f5e6429dd3a1c1fd,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,285,212,left,212-left,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,81,27,13,8,专业计划数:27；再选科目:27；学费:27,P0-字段无候选原页重读:16；P1-字段有候选回看原页和官方:10；P3-OCR齐全字段三方闭环:55,Q0-字段缺口无候选阻断:24；Q1-字段缺口有候选待人工核验:30；Q2-OCR字段齐全但PDF和官方未闭环:27,24,30,27,27,27,27,81,81,0,0,21,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-d39ab9fbce655828,page-212,6b397ca4565e0facde1cc76657acc9eb4ca7729ef4047f7e00f7ececc8acd7f3,212_page-212,e967e3e6ade64e93a4ee586a15efbb263587f44f48a537a1794a274fda4202cd,0.6760,100,58,52,20,14,4b85bd27522726e887c7ea78a8577a3b35165353db6e4e6e0d33d495e9b545b1,020777a04827f1df1ed06f743dacb11b8c34ae813780ba68b82eebc86deafb3d,e5412b80f6c3480c710a8dcf68f93964f63e5f481ed26474e451f42fbd5c5a15,2e39cc541d68be32d78b419453cf2052b3c5ca0ebe7cbd0ec484dd89633bb4d8,来源页码=212；版面列=left,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-9c6903ab4ed7cc3c,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,286,105,left,105-left,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,63,21,8,4,专业计划数:21；再选科目:21；学费:21,P0-字段无候选原页重读:12；P1-字段有候选回看原页和官方:11；P3-OCR齐全字段三方闭环:40,Q0-字段缺口无候选阻断:24；Q1-字段缺口有候选待人工核验:30；Q2-OCR字段齐全但PDF和官方未闭环:9,24,30,9,21,21,21,63,63,0,0,30,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-6bcdf17c20d81b46,page-105,080ab136ae6eac81300ff919c7589b89c1359121029cc50cfb06df1df4eeb390,105_page-105,c6939dd510748248676ac72e2eb1a3cef93a15c230a1bebdae92c7afc2231e31,0.6787,85,93,48,17,6,60ca4baf0affce942d0b087b6f8d4e4a67246a0039ca41e1b14b74396cc7eb20,602953ced4287d4e0470136cf3c8087d8236f7e06ca3f9d1df6969594ac09478,4cfa43233f4b44f0ccd68f76207652e2e383277d2b52accec0d14580c777f07f,8b30917531482e29da2f8b190c14fedab075e2b8bb0d3f12dc1f4783791b17e0,来源页码=105；版面列=left,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-8ea84d7955b5ab8d,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,287,101,right,101-right,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,72,24,15,6,专业计划数:24；再选科目:24；学费:24,P0-字段无候选原页重读:16；P1-字段有候选回看原页和官方:6；P3-OCR齐全字段三方闭环:50,Q0-字段缺口无候选阻断:24；Q1-字段缺口有候选待人工核验:18；Q2-OCR字段齐全但PDF和官方未闭环:30,24,18,30,24,24,24,72,72,0,0,9,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-f54f4858bce4446b,page-101,708f6c78ad58d1fa3ab6c380db8bd8c0364ca98bccf9cb7d8ad5c4fc8f01e915,101_page-101,963fa6c275a35e98b64707353c463e0bc3868050b25e5f9e4ee9169d58c0f83b,0.6985,96,51,46,19,10,ba317bc4624f7fe505a17155eb4b1a89811516c19a1a3eb67f1b47f183ab8452,d1bf4fd2f4b07765abb5258ea221e22f2512252f42c2994f921dc5ec5b5041ec,b6c880fa367ec90bbf2bd0ac9728d98dddb51d407115711af2030d7c32e7821a,f0d536cef8524acd6dae21fcbea1107d7c69b80b84861e8a14a99821ee108cc1,来源页码=101；版面列=right,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-43c8d9bf8368b750,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,288,240,left,240-left,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,45,15,5,4,专业计划数:15；再选科目:15；学费:15,P0-字段无候选原页重读:16；P1-字段有候选回看原页和官方:6；P3-OCR齐全字段三方闭环:23,Q0-字段缺口无候选阻断:24；Q1-字段缺口有候选待人工核验:18；Q2-OCR字段齐全但PDF和官方未闭环:3,24,18,3,15,15,15,45,45,0,0,30,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-6a4bd0db5089dc58,page-240,81a90a127661be57c7549456761c2ea27b4c8747d7d5aaaa0d2e6944df5551cf,240_page-240,c7e8beca744dce9d69558054b5775c14a3112a9ef7b248135a71b97e2cab9cc0,0.7129,38,55,29,19,14,ebb795bf2d639eb6dfc0720a009985e410ea300677fe82fbfda24ab208ce4671,d790530e92eb9f50628df1257c824d759b926c41251dead39cb74136471722e6,d0ffc66780c69a0be01e852de683f62a6ef510c3d5cd9acf86cfc8ccf1b9fa3c,759b2444eb51a2776663cc14397d4347c5f3268ec59b82781bfa6150fab57c98,来源页码=240；版面列=left,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-5b98ac7c8d936e8f,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,289,35,right,035-right,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,39,13,3,1,专业计划数:13；再选科目:13；学费:13,P0-字段无候选原页重读:11；P1-字段有候选回看原页和官方:4；P3-OCR齐全字段三方闭环:24,Q0-字段缺口无候选阻断:24；Q1-字段缺口有候选待人工核验:12；Q2-OCR字段齐全但PDF和官方未闭环:3,24,12,3,13,13,13,39,39,0,0,33,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-b001bc0fbe0a95da,page-035,f27c0c392aa7d05fd2f2bff2603193099e3e45b81dcbf9bffd8919ca1edb1c43,035_page-035,6289e8b51d3e91c82cd5f941e66cac290a280c4386bfc8fbe1cc99e36c1b21ec,0.7062,64,70,37,7,3,e29fb9b985b1a20d55c33141abbbbcf1a8b194c906b816d0d3ea2880a8834d74,25dc1b37647e33eb1d7825c7ca25d826469f90637b385b09dc662a04874b4097,cd16a17282c397d200371937a4b83008f91c1350dc5cb895735e88ce258d0a54,1f7ba92b24ba5ae39962693065dffe90c8c9a20f117eb7d1a3f8bb5c7d815b0d,来源页码=35；版面列=right,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-97674e8c2447b5be,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,290,20,right,020-right,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,24,8,1,1,专业计划数:8；再选科目:8；学费:8,P0-字段无候选原页重读:16；P3-OCR齐全字段三方闭环:8,Q0-字段缺口无候选阻断:24,24,0,0,8,8,8,24,24,0,0,24,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-8e05a8983fbbdbd6,page-020,7558c913168622fd0ffd79d0b83e44f882d59bb8e6dff812f5ac2f6d464528b5,020_page-020,ac4c67393558a8f70f8f2a1fd9a3630ad3a59dcca56785d2003b5f6109c4b366,0.6709,42,104,30,16,14,cbedb4889686105e2af658416c5d54d54766b1175752c08e519d9e0870734cf3,3590438177f321efadd602ec930f44f7bce18838bd3560934297dc6432604e91,556b530ce29a87bba4699447a7161617e96e3a44bf98453b159e0473ae186e11,6e8037bbf469cb38efffaf0b7ff6dd7a0153a902343944069950afa6b61a3a20,来源页码=20；版面列=right,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
