页级保真队列ID,来源页级manifest,来源底座按页审计,来源全量逐专业保真总账,来源期号,来源PDF_SHA256,数据阶段,最终可用,核验状态,PDF页码,页码范围角色,私有页图证据编号,私有页图SHA256,私有OCR文本证据编号,私有OCR文本SHA256,OCR识别行数,OCR平均置信度,OCR_QC_P0数,OCR_QC_P1数,疑似招生计划行数,页面复核优先级,页面阻断等级,页面审计状态,页面专业组数,页面专业明细数,页面院校数,页面结构异常数,页面高严重结构异常数,高风险保真行数,低风险行数,F0阻断行数,F1高优先行数,F2待补证行数,F3低风险非最终行数,P0结构串行行数,P1计划数保真行数,P2家庭费用行数,P3选科限制行数,P4调剂风险行数,P5偏好或普通待核行数,P6暂未触发机器高风险行数,空专业名行数,高严重结构异常专业行数,结构异常专业行数,计划数字段风险行数,学费字段风险行数,再选科目字段风险行数,家庭底线风险行数,偏好专业行数,候选池V1专业明细数,样本学校专业明细数,涉及院校数,涉及专业组数,风险字段Top,风险规则Top,必须核验字段,是否可进入最终页级结论,可进入下一阶段,下一步
PAGEFID-a5127dc75eb90654,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,149,招生计划明细页,page-149,cb416f857ead23aa6e023ae6d4a382e8bf7f0da4326e2aa6af3e9c2c10ee3b55,149_page-149,8c42c9ddca0cc8e56476690e3f1e09d215b04cb4ab528d32a455d668e777cbbd,282,0.6943,86,74,14,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,21,59,12,22,12,57,2,14,34,9,2,12,19,15,11,0,0,2,0,12,20,8,5,55,26,9,0,0,12,21,再选科目字段:55；调剂风险:38；家庭底线:26；组内字段风险:23；费用底线:22；结构异常:20；特殊限制:12；OCR置信度:10,missing_subject_candidate:55；group_has_high_fee_or_over_budget:24；group_has_plan_count_untrusted:23；family_machine_reject_fee:20；tuition_over_15000_numeric:20；high_structure_anomaly:12；special_requirement_pending:12；major_text_embeds_other_school_marker:11,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-fd7bb57c51ba1567,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,150,招生计划明细页,page-150,d6a0e993f049c94fb57235d286228a08d3e5f8d24aa9ee539ce71e0121f720fe,150_page-150,44759f70b3e8ef0f59abbc2daa685f4a793c9b93fad671c96194a375c08badc8,254,0.6988,68,106,16,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,9,54,6,7,5,54,0,5,49,0,0,5,35,14,0,0,0,0,0,5,7,24,3,45,51,0,0,0,6,9,费用底线:54；调剂风险:54；家庭底线:51；再选科目字段:45；组内字段风险:36；计划数字段:24；结构异常:7；学费字段:3,tuition_over_15000_numeric:54；group_has_high_fee_or_over_budget:54；family_machine_reject_fee:51；missing_subject_candidate:45；group_has_plan_count_untrusted:36；missing_plan_count_candidate:24；plan_count_not_verified_numeric:24；high_structure_anomaly:5,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-a63ea124ddb0bc7d,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,151,招生计划明细页,page-151,cd61276d65fa72a1d5bc3a83887e1e48e62bfa3a1acc627b6ff343e516716cf0,151_page-151,744f191bd65746c30ca94966f8ded840ee72ef45c17a7bc51ed1af412498d1cf,297,0.6912,78,130,11,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,12,77,7,15,7,77,0,7,61,9,0,7,30,30,10,0,0,0,0,7,14,18,2,73,65,1,0,0,8,13,调剂风险:77；再选科目字段:73；费用底线:66；家庭底线:65；组内字段风险:35；计划数字段:18；结构异常:14；OCR置信度:8,missing_subject_candidate:73；group_has_high_fee_or_over_budget:67；tuition_over_15000_numeric:66；family_machine_reject_fee:65；group_has_plan_count_untrusted:35；missing_plan_count_candidate:18；plan_count_not_verified_numeric:18；group_has_special_requirement_pending:17,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-9a2c59c5e66e1a9d,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,152,招生计划明细页,page-152,505a653637413fba62e8692b36d65e59f40edf33d663b5a6f27ba794f96f9b3f,152_page-152,b09553b1d0295cd537d8b567a4f9cf7e2d5ff5e52701b3576da23c43a397317b,239,0.6983,88,51,17,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,8,46,1,11,4,46,0,14,31,1,0,4,38,3,1,0,0,0,0,4,9,19,6,38,15,2,0,0,1,9,组内字段风险:41；调剂风险:39；再选科目字段:38；特殊限制:20；计划数字段:19；家庭底线:15；结构异常:9；学费字段:6,group_has_plan_count_untrusted:41；missing_subject_candidate:38；group_has_special_requirement_pending:24；special_requirement_pending:20；missing_plan_count_candidate:19；plan_count_not_verified_numeric:19；medical_or_nursing_rejected:12；family_machine_reject_medical:12,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-02a92a87515194a1,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,153,招生计划明细页,page-153,de95db9ae0e06ab02f9e6f737d7148c9b2a6c830e1fba701a86bf5beec354abc,153_page-153,06190052ff8dd17df550b2ef52053d7271a12dbe159f838e7cfa9dafefd3207c,281,0.7160,71,80,19,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,11,63,7,6,2,63,0,2,33,28,0,2,27,2,31,0,1,0,0,2,6,11,5,58,5,7,0,0,7,11,再选科目字段:58；调剂风险:34；组内字段风险:28；计划数字段:11；偏好专业:7；结构异常:6；特殊限制:6；学费字段:5,missing_subject_candidate:58；group_has_plan_count_untrusted:28；group_has_special_requirement_pending:28；missing_plan_count_candidate:11；plan_count_not_verified_numeric:11；preference_major_candidate:7；group_has_high_fee_or_over_budget:6；special_requirement_pending:6,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-92f1f508df82779c,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,154,招生计划明细页,page-154,748b17677b6c3966cf857eed57ec575bf3e1a2d2e9641743532f208e8b501475,154_page-154,4b51cee82bfa0095f77988f2ff3ef06a0644dbcd98ee4a84bdd3b65419edf680,264,0.7432,83,55,15,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,9,55,2,12,10,55,0,11,34,10,0,9,34,1,9,1,1,0,0,9,11,26,0,47,7,5,0,0,3,10,调剂风险:51；再选科目字段:47；组内字段风险:43；计划数字段:26；结构异常:11；特殊限制:8；家庭底线:7；偏好专业:5,missing_subject_candidate:47；group_has_special_requirement_pending:45；group_has_plan_count_untrusted:43；missing_plan_count_candidate:26；plan_count_not_verified_numeric:26；group_has_rejected_medical_or_nursing:20；high_structure_anomaly:9；tuition_number_le_500:9,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-3d25eb3c8d61b6d4,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,155,招生计划明细页,page-155,3d63c4005b29e0ccccab9030959fd78de44bb1a1db33d4c412bc108ca86c22ce,155_page-155,c56d83f084a7f5f8a0f3d3b690bbf7f19a52ee7b32696ecdfd86005b82179fff,247,0.6806,88,64,23,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,8,50,3,11,2,50,0,2,47,1,0,2,41,4,3,0,0,0,0,2,10,22,1,46,5,1,0,0,3,9,再选科目字段:46；调剂风险:45；组内字段风险:42；计划数字段:22；特殊限制:15；结构异常:10；OCR置信度:7；家庭底线:5,missing_subject_candidate:46；group_has_plan_count_untrusted:42；group_has_special_requirement_pending:40；missing_plan_count_candidate:22；plan_count_not_verified_numeric:22；special_requirement_pending:15；family_machine_pending_special:14；structure_anomaly:8,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-e2675a424adda948,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,156,招生计划明细页,page-156,eb7c43fe869cd05e12f8b293abef9c3562f47f975e17342b8027f48e6512f96e,156_page-156,992bada187db0a3a76aaf7a03ce1b94ff23f942613272cd3243f41e7028c4e44,284,0.6933,84,80,27,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,13,54,3,20,11,53,1,26,21,6,1,11,33,0,8,0,1,1,0,11,20,39,0,44,25,4,0,0,3,14,调剂风险:45；再选科目字段:44；组内字段风险:43；计划数字段:39；家庭底线:25；特殊限制:24；结构异常:20；OCR置信度:8,group_has_rejected_medical_or_nursing:45；missing_subject_candidate:44；group_has_plan_count_untrusted:43；missing_plan_count_candidate:39；plan_count_not_verified_numeric:39；medical_or_nursing_rejected:25；family_machine_reject_medical:25；special_requirement_pending:24,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-316d83b1dca3b25d,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,157,招生计划明细页,page-157,e18e87288da8f60c1e553a32bbd167761a1a84d41a7fe7100290d979c3b77914,157_page-157,480adcfa1ce76917b4afa0bef3fcca871bc1345d360a99479364847f1391fb50,253,0.6862,100,55,11,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,15,48,2,11,3,48,0,6,40,2,0,3,40,0,3,0,2,0,0,3,11,18,6,43,7,14,0,0,3,16,再选科目字段:43；组内字段风险:43；调剂风险:27；计划数字段:18；特殊限制:14；偏好专业:14；结构异常:11；家庭底线:7,missing_subject_candidate:43；group_has_plan_count_untrusted:43；group_has_special_requirement_pending:24；missing_plan_count_candidate:18；plan_count_not_verified_numeric:18；special_requirement_pending:14；preference_major_candidate:14；group_has_rejected_medical_or_nursing:13,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-02023a6c4015feca,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,158,招生计划明细页,page-158,a87025f98e89ca119a9759ffc4430498b004f0187ea09a3761bc471601d708d0,158_page-158,a41466aa7b8c9ba01e0629d2464aa171bd0710b196c68db7bfe1ae4f6762d37d,291,0.6959,109,58,13,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,21,51,4,29,19,51,0,20,31,0,0,18,33,0,0,0,0,0,0,18,24,51,0,36,3,8,0,0,4,22,组内字段风险:51；计划数字段:51；调剂风险:39；再选科目字段:36；结构异常:24；特殊限制:23；OCR置信度:8；偏好专业:8,missing_plan_count_candidate:51；plan_count_not_verified_numeric:51；group_has_plan_count_untrusted:51；group_has_special_requirement_pending:36；missing_subject_candidate:36；special_requirement_pending:23；family_machine_pending_special:20；high_structure_anomaly:18,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-21e7f78becc3ceab,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,159,招生计划明细页,page-159,90a10065086a338c730fa8d271b52d5605c7f4474020e6951ebe043f2f77fceb,159_page-159,d20fe743a012fad039578843373b89e2313d06d2f7dead9d6c90bb4c0ec4694c,304,0.7082,68,100,16,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,15,66,5,15,5,66,0,5,56,5,0,5,46,4,7,0,4,0,0,5,14,11,1,56,6,19,0,0,5,15,再选科目字段:56；组内字段风险:48；调剂风险:20；偏好专业:19；结构异常:14；计划数字段:11；OCR置信度:9；家庭底线:6,missing_subject_candidate:56；group_has_plan_count_untrusted:48；preference_major_candidate:19；group_has_special_requirement_pending:14；missing_plan_count_candidate:10；plan_count_not_verified_numeric:10；low_ocr_confidence:9；structure_anomaly:9,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
